LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,training_feedback_txt.stopped,fix.started,fix.stopped,participant,date,expName,psychopyVersion,frameRate,
0,1,0,0,1,0,0,0,circle,triangle,1,0,1,0,1,0,12,3,,,,,,,,239.29987500100015,239.29987500100015,239.29987500100015,239.29987500100015,239.29987500100015,239.29987500100015,239.29987500100015,239.29987500100015,239.29987500100015,239.29987500100015,a,0.30627086100003,10,340,1,239.63325399000018,,241.13526948499998,,51419,2022-10-25_08h14.48.778,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.901096221799214,
1,0,0,0,0,1,0,0,triangle,circle,1,0,1,0,1,1,13,0,,,,,,,,241.63565795199997,241.63565795199997,241.63565795199997,241.63565795199997,241.63565795199997,241.63565795199997,241.63565795199997,241.63565795199997,241.63565795199997,241.63565795199997,a,0.3787016629999016,1,341,1,242.03582311200012,,243.53745834799997,,51419,2022-10-25_08h14.48.778,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.901096221799214,
0,1,0,0,0,0,1,0,circle,hexagon,1,0,1,0,1,2,14,4,,,,,,,,244.03815765600007,244.03815765600007,244.03815765600007,244.03815765600007,244.03815765600007,244.03815765600007,244.03815765600007,244.03815765600007,244.03815765600007,244.03815765600007,l,0.24036407499988854,10,351,1,244.30499446199997,,245.80657105,,51419,2022-10-25_08h14.48.778,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.901096221799214,
0,0,1,0,1,0,0,0,hexagon,triangle,1,0,1,0,1,3,15,6,,,,,,,,246.30718249100005,246.30718249100005,246.30718249100005,246.30718249100005,246.30718249100005,246.30718249100005,246.30718249100005,246.30718249100005,246.30718249100005,246.30718249100005,l,0.2678172229998381,1,352,1,246.60760538800014,,248.10919363800008,,51419,2022-10-25_08h14.48.778,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.901096221799214,
1,0,0,0,0,0,1,0,triangle,hexagon,1,0,1,0,1,4,16,1,,,,,,,,248.609699869,248.609699869,248.609699869,248.609699869,248.609699869,248.609699869,248.609699869,248.609699869,248.609699869,248.609699869,a,0.30149853599982634,1,353,1,248.94357908400002,,250.44504052700017,,51419,2022-10-25_08h14.48.778,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.901096221799214,
0,1,0,0,0,0,0,1,circle,star,1,0,1,0,1,5,17,5,,,,,,,,250.94559147100017,250.94559147100017,250.94559147100017,250.94559147100017,250.94559147100017,250.94559147100017,250.94559147100017,250.94559147100017,250.94559147100017,250.94559147100017,l,1.3412478309999187,10,363,1,252.3138178480001,253.81425000700006,253.81425000700006,,51419,2022-10-25_08h14.48.778,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.901096221799214,
0,0,0,1,0,1,0,0,star ,circle,1,0,1,0,1,6,18,10,,,,,,,,254.31608872200013,254.31608872200013,254.31608872200013,254.31608872200013,254.31608872200013,254.31608872200013,254.31608872200013,254.31608872200013,254.31608872200013,254.31608872200013,l,0.434930606999842,10,373,1,254.783545279,,256.28494978900017,,51419,2022-10-25_08h14.48.778,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.901096221799214,
0,0,0,1,1,0,0,0,star,triangle,1,0,1,0,1,7,19,9,,,,,,,,256.785817339,256.785817339,256.785817339,256.785817339,256.785817339,256.785817339,256.785817339,256.785817339,256.785817339,256.785817339,l,0.5185124609997729,1,374,1,257.33609871600015,,258.837682998,,51419,2022-10-25_08h14.48.778,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.901096221799214,
0,0,1,0,0,1,0,0,hexagon,circle,1,0,1,0,1,8,20,7,,,,,,,,259.3382778910002,259.3382778910002,259.3382778910002,259.3382778910002,259.3382778910002,259.3382778910002,259.3382778910002,259.3382778910002,259.3382778910002,259.3382778910002,l,0.7406339109998044,10,384,1,260.105816902,,261.60739983100007,,51419,2022-10-25_08h14.48.778,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.901096221799214,
0,0,0,1,0,0,1,0,star,hexagon,1,0,1,0,1,9,21,11,,,,,,,,262.10797551200017,262.10797551200017,262.10797551200017,262.10797551200017,262.10797551200017,262.10797551200017,262.10797551200017,262.10797551200017,262.10797551200017,262.10797551200017,l,0.45187316499982444,1,385,1,262.59190846399997,,264.093477658,,51419,2022-10-25_08h14.48.778,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.901096221799214,
0,0,1,0,0,0,0,1,hexagon,star,1,0,1,0,1,10,22,8,,,,,,,,264.594144659,264.594144659,264.594144659,264.594144659,264.594144659,264.594144659,264.594144659,264.594144659,264.594144659,264.594144659,a,0.2518690829999741,10,395,1,264.87790937700015,,266.3793960080002,,51419,2022-10-25_08h14.48.778,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.901096221799214,
1,0,0,0,0,0,0,1,triangle,star,1,0,1,0,1,11,23,2,,,,,,,,266.8801738280001,266.8801738280001,266.8801738280001,266.8801738280001,266.8801738280001,266.8801738280001,266.8801738280001,266.8801738280001,266.8801738280001,266.8801738280001,a,0.40684855699987565,1,396,1,267.31371554,268.814359877,268.814359877,,51419,2022-10-25_08h14.48.778,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.901096221799214,
1,0,0,0,0,0,1,0,triangle,hexagon,1,0,1,0,2,0,24,1,,,,,,,,269.31592838899996,269.31592838899996,269.31592838899996,269.31592838899996,269.31592838899996,269.31592838899996,269.31592838899996,269.31592838899996,269.31592838899996,269.31592838899996,l,0.284438137999814,1,397,1,269.6333409030001,,271.13442666000014,,51419,2022-10-25_08h14.48.778,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.901096221799214,
1,0,0,0,0,1,0,0,triangle,circle,1,0,1,0,2,1,25,0,,,,,,,,271.6350625120001,271.6350625120001,271.6350625120001,271.6350625120001,271.6350625120001,271.6350625120001,271.6350625120001,271.6350625120001,271.6350625120001,271.6350625120001,a,0.2762185609997232,1,398,1,271.9354862540001,,273.4371218250001,,51419,2022-10-25_08h14.48.778,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.901096221799214,
0,0,1,0,0,0,0,1,hexagon,star,1,0,1,0,2,2,26,8,,,,,,,,273.93781963000015,273.93781963000015,273.93781963000015,273.93781963000015,273.93781963000015,273.93781963000015,273.93781963000015,273.93781963000015,273.93781963000015,273.93781963000015,l,0.08454592399971261,10,408,1,274.054466198,,275.55627452500016,,51419,2022-10-25_08h14.48.778,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.901096221799214,
0,0,1,0,0,1,0,0,hexagon,circle,1,0,1,0,2,3,27,7,,,,,,,,276.05666145500004,276.05666145500004,276.05666145500004,276.05666145500004,276.05666145500004,276.05666145500004,276.05666145500004,276.05666145500004,276.05666145500004,276.05666145500004,l,0.4463322479998624,10,418,1,276.5239306220001,,278.0257671640002,,51419,2022-10-25_08h14.48.778,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.901096221799214,
0,0,1,0,1,0,0,0,hexagon,triangle,1,0,1,0,2,4,28,6,,,,,,,,278.52644318600005,278.52644318600005,278.52644318600005,278.52644318600005,278.52644318600005,278.52644318600005,278.52644318600005,278.52644318600005,278.52644318600005,278.52644318600005,l,0.5357983629999126,1,419,1,279.09360615000014,,280.5950667950001,,51419,2022-10-25_08h14.48.778,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.901096221799214,
0,0,0,1,1,0,0,0,star,triangle,1,0,1,0,2,5,29,9,,,,,,,,281.0959568620001,281.0959568620001,281.0959568620001,281.0959568620001,281.0959568620001,281.0959568620001,281.0959568620001,281.0959568620001,281.0959568620001,281.0959568620001,a,0.4699384719999671,10,429,1,281.59623573600015,,283.097936396,,51419,2022-10-25_08h14.48.778,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.901096221799214,
1,0,0,0,0,0,0,1,triangle,star,1,0,1,0,2,6,30,2,,,,,,,,283.5985989620001,283.5985989620001,283.5985989620001,283.5985989620001,283.5985989620001,283.5985989620001,283.5985989620001,283.5985989620001,283.5985989620001,283.5985989620001,a,0.5596891430000142,10,439,1,284.18245449100004,,285.68406009900013,,51419,2022-10-25_08h14.48.778,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.901096221799214,
0,1,0,0,1,0,0,0,circle,triangle,1,0,1,0,2,7,31,3,,,,,,,,286.184938996,286.184938996,286.184938996,286.184938996,286.184938996,286.184938996,286.184938996,286.184938996,286.184938996,286.184938996,l,0.4301179289998345,1,440,1,286.63545011600013,,288.13691737,,51419,2022-10-25_08h14.48.778,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.901096221799214,
0,0,0,1,0,0,1,0,star,hexagon,1,0,1,0,2,8,32,11,,,,,,,,288.63739385400004,288.63739385400004,288.63739385400004,288.63739385400004,288.63739385400004,288.63739385400004,288.63739385400004,288.63739385400004,288.63739385400004,288.63739385400004,a,0.4659528729998783,10,450,1,289.12119356100015,290.62303969699997,290.62303969699997,,51419,2022-10-25_08h14.48.778,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.901096221799214,
0,1,0,0,0,0,1,0,circle,hexagon,1,0,1,0,2,9,33,4,,,,,,,,291.123337451,291.123337451,291.123337451,291.123337451,291.123337451,291.123337451,291.123337451,291.123337451,291.123337451,291.123337451,l,0.5788042119997954,1,451,1,291.72402478000004,,293.2256462280002,,51419,2022-10-25_08h14.48.778,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.901096221799214,
0,1,0,0,0,0,0,1,circle,star,1,0,1,0,2,10,34,5,,,,,,,,293.7264260090001,293.7264260090001,293.7264260090001,293.7264260090001,293.7264260090001,293.7264260090001,293.7264260090001,293.7264260090001,293.7264260090001,293.7264260090001,a,0.35998895800003083,10,461,1,294.109906527,,295.61154040600013,,51419,2022-10-25_08h14.48.778,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.901096221799214,
0,0,0,1,0,1,0,0,star ,circle,1,0,1,0,2,11,35,10,,,,,,,,296.11219370000003,296.11219370000003,296.11219370000003,296.11219370000003,296.11219370000003,296.11219370000003,296.11219370000003,296.11219370000003,296.11219370000003,296.11219370000003,l,0.4696974829998908,10,471,1,296.61278854700004,,298.11456602700014,,51419,2022-10-25_08h14.48.778,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.901096221799214,
0,0,0,1,0,1,0,0,star ,circle,1,0,1,0,3,0,36,10,,,,,,,,298.61514173600017,298.61514173600017,298.61514173600017,298.61514173600017,298.61514173600017,298.61514173600017,298.61514173600017,298.61514173600017,298.61514173600017,298.61514173600017,a,0.48681277799983036,10,481,1,299.132210857,,300.633870529,,51419,2022-10-25_08h14.48.778,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.901096221799214,
0,0,0,1,0,0,1,0,star,hexagon,1,0,1,0,3,1,37,11,,,,,,,,301.1347635430002,301.1347635430002,301.1347635430002,301.1347635430002,301.1347635430002,301.1347635430002,301.1347635430002,301.1347635430002,301.1347635430002,301.1347635430002,l,0.4239143049996983,10,491,1,301.585152442,,303.086918083,,51419,2022-10-25_08h14.48.778,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.901096221799214,
0,0,1,0,0,0,0,1,hexagon,star,1,0,1,0,3,2,38,8,,,,,,,,303.5871370520001,303.5871370520001,303.5871370520001,303.5871370520001,303.5871370520001,303.5871370520001,303.5871370520001,303.5871370520001,303.5871370520001,303.5871370520001,a,0.5165605529998629,1,492,1,304.121347432,305.62292144800017,305.62292144800017,,51419,2022-10-25_08h14.48.778,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.901096221799214,
1,0,0,0,0,1,0,0,triangle,circle,1,0,1,0,3,3,39,0,,,,,,,,306.123537166,306.123537166,306.123537166,306.123537166,306.123537166,306.123537166,306.123537166,306.123537166,306.123537166,306.123537166,l,0.3955052439998781,1,493,1,306.5407553990001,,308.0421205150001,,51419,2022-10-25_08h14.48.778,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.901096221799214,
0,1,0,0,1,0,0,0,circle,triangle,1,0,1,0,3,4,40,3,,,,,,,,308.542615009,308.542615009,308.542615009,308.542615009,308.542615009,308.542615009,308.542615009,308.542615009,308.542615009,308.542615009,a,0.4340202059997864,10,503,1,308.99323330000016,,310.49469698200005,,51419,2022-10-25_08h14.48.778,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.901096221799214,
0,1,0,0,0,0,0,1,circle,star,1,0,1,0,3,5,41,5,,,,,,,,310.99536391900006,310.99536391900006,310.99536391900006,310.99536391900006,310.99536391900006,310.99536391900006,310.99536391900006,310.99536391900006,310.99536391900006,310.99536391900006,a,0.47485443799996574,10,513,1,311.4959508210002,,312.997772358,,51419,2022-10-25_08h14.48.778,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.901096221799214,
1,0,0,0,0,0,0,1,triangle,star,1,0,1,0,3,6,42,2,,,,,,,,313.4984808030001,313.4984808030001,313.4984808030001,313.4984808030001,313.4984808030001,313.4984808030001,313.4984808030001,313.4984808030001,313.4984808030001,313.4984808030001,l,0.6678457329999219,10,523,1,314.1990474490001,,315.7006019510002,,51419,2022-10-25_08h14.48.778,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.901096221799214,
0,0,1,0,0,1,0,0,hexagon,circle,1,0,1,0,3,7,43,7,,,,,,,,316.201120535,316.201120535,316.201120535,316.201120535,316.201120535,316.201120535,316.201120535,316.201120535,316.201120535,316.201120535,l,0.6212543480000932,10,533,1,316.85206259200004,,318.35345109000014,,51419,2022-10-25_08h14.48.778,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.901096221799214,
0,0,1,0,1,0,0,0,hexagon,triangle,1,0,1,0,3,8,44,6,,,,,,,,318.8539637890001,318.8539637890001,318.8539637890001,318.8539637890001,318.8539637890001,318.8539637890001,318.8539637890001,318.8539637890001,318.8539637890001,318.8539637890001,a,0.5359564399998362,1,534,1,319.4215125530002,,320.922969662,,51419,2022-10-25_08h14.48.778,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.901096221799214,
0,1,0,0,0,0,1,0,circle,hexagon,1,0,1,0,3,9,45,4,,,,,,,,321.4233529590001,321.4233529590001,321.4233529590001,321.4233529590001,321.4233529590001,321.4233529590001,321.4233529590001,321.4233529590001,321.4233529590001,321.4233529590001,l,0.4630130879997978,1,535,1,321.9077373780001,,323.40921752300005,,51419,2022-10-25_08h14.48.778,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.901096221799214,
0,0,0,1,1,0,0,0,star,triangle,1,0,1,0,3,10,46,9,,,,,,,,323.9095543330002,323.9095543330002,323.9095543330002,323.9095543330002,323.9095543330002,323.9095543330002,323.9095543330002,323.9095543330002,323.9095543330002,323.9095543330002,a,0.7616705189998356,10,545,1,324.69413793700005,,326.19562815200015,,51419,2022-10-25_08h14.48.778,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.901096221799214,
1,0,0,0,0,0,1,0,triangle,hexagon,1,0,1,0,3,11,47,1,,,,,,,,326.69592525400003,326.69592525400003,326.69592525400003,326.69592525400003,326.69592525400003,326.69592525400003,326.69592525400003,326.69592525400003,326.69592525400003,326.69592525400003,a,0.7681099519998043,1,546,1,327.4804191960002,328.982036932,328.982036932,,51419,2022-10-25_08h14.48.778,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.901096221799214,
1,0,0,0,0,1,0,0,triangle,circle,2,0,2,0,0,0,0,0,,,,,,,,332.42576469799997,332.42576469799997,332.42576469799997,332.42576469799997,332.42576469799997,332.42576469799997,332.42576469799997,332.42576469799997,332.42576469799997,332.42576469799997,l,0.6368113949997678,10,556,2,333.08634709600005,,334.588119066,,51419,2022-10-25_08h14.48.778,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.901096221799214,
1,0,0,0,0,0,0,1,triangle,star,2,0,2,0,0,1,1,2,,,,,,,,335.088802105,335.088802105,335.088802105,335.088802105,335.088802105,335.088802105,335.088802105,335.088802105,335.088802105,335.088802105,l,0.5012594619997799,10,566,2,335.62267512200015,,337.124396468,,51419,2022-10-25_08h14.48.778,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.901096221799214,
0,0,1,0,1,0,0,0,hexagon,triangle,2,0,2,0,0,2,2,6,,,,,,,,337.62492483799997,337.62492483799997,337.62492483799997,337.62492483799997,337.62492483799997,337.62492483799997,337.62492483799997,337.62492483799997,337.62492483799997,337.62492483799997,l,0.4301769719997992,1,567,2,338.0752448810001,,339.57710000500015,,51419,2022-10-25_08h14.48.778,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.901096221799214,
0,0,0,1,1,0,0,0,star,triangle,2,0,2,0,0,3,3,9,,,,,,,,340.07751764500017,340.07751764500017,340.07751764500017,340.07751764500017,340.07751764500017,340.07751764500017,340.07751764500017,340.07751764500017,340.07751764500017,340.07751764500017,a,0.5525035489999937,10,577,2,340.661521496,,342.163119974,,51419,2022-10-25_08h14.48.778,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.901096221799214,
0,0,1,0,0,1,0,0,hexagon,circle,2,0,2,0,0,4,4,7,,,,,,,,342.66363185,342.66363185,342.66363185,342.66363185,342.66363185,342.66363185,342.66363185,342.66363185,342.66363185,342.66363185,a,0.5596264079999855,1,578,2,343.24787711500016,,344.749196512,,51419,2022-10-25_08h14.48.778,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.901096221799214,
0,0,1,0,0,0,0,1,hexagon,star,2,0,2,0,0,5,5,8,,,,,,,,345.2496874220001,345.2496874220001,345.2496874220001,345.2496874220001,345.2496874220001,345.2496874220001,345.2496874220001,345.2496874220001,345.2496874220001,345.2496874220001,l,0.7095475759999772,10,588,2,345.98386832100005,,347.48563409999997,,51419,2022-10-25_08h14.48.778,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.901096221799214,
0,1,0,0,0,0,0,1,circle,star,2,0,2,0,0,6,6,5,,,,,,,,347.9864134690001,347.9864134690001,347.9864134690001,347.9864134690001,347.9864134690001,347.9864134690001,347.9864134690001,347.9864134690001,347.9864134690001,347.9864134690001,a,1.1716743389997646,10,598,2,349.187791971,,350.6891523410002,,51419,2022-10-25_08h14.48.778,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.901096221799214,
0,0,0,1,0,1,0,0,star ,circle,2,0,2,0,0,7,7,10,,,,,,,,351.190011529,351.190011529,351.190011529,351.190011529,351.190011529,351.190011529,351.190011529,351.190011529,351.190011529,351.190011529,l,0.5764967759998854,10,608,2,351.790319986,,353.291897542,,51419,2022-10-25_08h14.48.778,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.901096221799214,
0,0,0,1,0,0,1,0,star,hexagon,2,0,2,0,0,8,8,11,,,,,,,,353.7924931330001,353.7924931330001,353.7924931330001,353.7924931330001,353.7924931330001,353.7924931330001,353.7924931330001,353.7924931330001,353.7924931330001,353.7924931330001,l,0.6697888799999419,1,609,2,354.4934312580001,,355.99491601299997,,51419,2022-10-25_08h14.48.778,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.901096221799214,
0,1,0,0,1,0,0,0,circle,triangle,2,0,2,0,0,9,9,3,,,,,,,,356.49545283600014,356.49545283600014,356.49545283600014,356.49545283600014,356.49545283600014,356.49545283600014,356.49545283600014,356.49545283600014,356.49545283600014,356.49545283600014,a,0.4163036089998968,10,619,2,356.92924532300003,358.430823593,358.430823593,,51419,2022-10-25_08h14.48.778,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.901096221799214,
1,0,0,0,0,0,1,0,triangle,hexagon,2,0,2,0,0,10,10,1,,,,,,,,358.9313673680001,358.9313673680001,358.9313673680001,358.9313673680001,358.9313673680001,358.9313673680001,358.9313673680001,358.9313673680001,358.9313673680001,358.9313673680001,l,0.5629671409997172,1,620,2,359.515454655,,361.017178434,,51419,2022-10-25_08h14.48.778,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.901096221799214,
0,1,0,0,0,0,1,0,circle,hexagon,2,0,2,0,0,11,11,4,,,,,,,,361.51768713900015,361.51768713900015,361.51768713900015,361.51768713900015,361.51768713900015,361.51768713900015,361.51768713900015,361.51768713900015,361.51768713900015,361.51768713900015,a,0.4564703839998856,10,630,2,362.00153909200003,,363.5031704090002,,51419,2022-10-25_08h14.48.778,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.901096221799214,
0,0,1,0,0,0,0,1,hexagon,star,2,0,2,0,1,0,12,8,,,,,,,,364.0037446650001,364.0037446650001,364.0037446650001,364.0037446650001,364.0037446650001,364.0037446650001,364.0037446650001,364.0037446650001,364.0037446650001,364.0037446650001,l,0.7947924069999317,10,640,2,364.82141168600015,,366.3229426570001,,51419,2022-10-25_08h14.48.778,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.901096221799214,
1,0,0,0,0,0,0,1,triangle,star,2,0,2,0,1,1,13,2,,,,,,,,366.82394660700015,366.82394660700015,366.82394660700015,366.82394660700015,366.82394660700015,366.82394660700015,366.82394660700015,366.82394660700015,366.82394660700015,366.82394660700015,l,0.5431254180000451,10,650,2,367.39095153000017,,368.892607042,,51419,2022-10-25_08h14.48.778,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.901096221799214,
0,0,0,1,1,0,0,0,star,triangle,2,0,2,0,1,2,14,9,,,,,,,,369.3930875140002,369.3930875140002,369.3930875140002,369.3930875140002,369.3930875140002,369.3930875140002,369.3930875140002,369.3930875140002,369.3930875140002,369.3930875140002,a,0.5182508279999638,10,660,2,369.94400546600014,,371.44534044400007,,51419,2022-10-25_08h14.48.778,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.901096221799214,
1,0,0,0,0,0,1,0,triangle,hexagon,2,0,2,0,1,3,15,1,,,,,,,,371.94587594100017,371.94587594100017,371.94587594100017,371.94587594100017,371.94587594100017,371.94587594100017,371.94587594100017,371.94587594100017,371.94587594100017,371.94587594100017,a,1.0286522509998122,1,661,2,372.99701878200017,,374.49861186400017,,51419,2022-10-25_08h14.48.778,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.901096221799214,
0,0,1,0,0,1,0,0,hexagon,circle,2,0,2,0,1,4,16,7,,,,,,,,374.9993156190001,374.9993156190001,374.9993156190001,374.9993156190001,374.9993156190001,374.9993156190001,374.9993156190001,374.9993156190001,374.9993156190001,374.9993156190001,l,0.6955170700000508,10,671,2,375.7166762940001,,377.2183527750001,,51419,2022-10-25_08h14.48.778,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.901096221799214,
1,0,0,0,0,1,0,0,triangle,circle,2,0,2,0,1,5,17,0,,,,,,,,377.71884127400017,377.71884127400017,377.71884127400017,377.71884127400017,377.71884127400017,377.71884127400017,377.71884127400017,377.71884127400017,377.71884127400017,377.71884127400017,l,0.5036967739999909,10,681,2,378.2529664220001,,379.754298051,,51419,2022-10-25_08h14.48.778,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.901096221799214,
0,1,0,0,0,0,1,0,circle,hexagon,2,0,2,0,1,6,18,4,,,,,,,,380.255098891,380.255098891,380.255098891,380.255098891,380.255098891,380.255098891,380.255098891,380.255098891,380.255098891,380.255098891,a,0.5601960089998101,10,691,2,380.83913592800013,,382.3406064820001,,51419,2022-10-25_08h14.48.778,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.901096221799214,
0,0,0,1,0,0,1,0,star,hexagon,2,0,2,0,1,7,19,11,,,,,,,,382.841308431,382.841308431,382.841308431,382.841308431,382.841308431,382.841308431,382.841308431,382.841308431,382.841308431,382.841308431,a,0.9902173459997812,10,701,2,383.85885161300007,,385.360702381,,51419,2022-10-25_08h14.48.778,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.901096221799214,
0,0,1,0,1,0,0,0,hexagon,triangle,2,0,2,0,1,8,20,6,,,,,,,,385.86143902000003,385.86143902000003,385.86143902000003,385.86143902000003,385.86143902000003,385.86143902000003,385.86143902000003,385.86143902000003,385.86143902000003,385.86143902000003,l,1.090071117999969,1,702,2,386.9794753440001,,388.4807289070002,,51419,2022-10-25_08h14.48.778,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.901096221799214,
0,1,0,0,0,0,0,1,circle,star,2,0,2,0,1,9,21,5,,,,,,,,388.98123318800003,388.98123318800003,388.98123318800003,388.98123318800003,388.98123318800003,388.98123318800003,388.98123318800003,388.98123318800003,388.98123318800003,388.98123318800003,a,0.5136760299999423,10,712,2,389.5152221110002,,391.01694212200005,,51419,2022-10-25_08h14.48.778,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.901096221799214,
0,0,0,1,0,1,0,0,star ,circle,2,0,2,0,1,10,22,10,,,,,,,,391.517456711,391.517456711,391.517456711,391.517456711,391.517456711,391.517456711,391.517456711,391.517456711,391.517456711,391.517456711,l,0.5770720459997847,1,713,2,392.11838559500006,,393.6197026120001,,51419,2022-10-25_08h14.48.778,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.901096221799214,
0,1,0,0,1,0,0,0,circle,triangle,2,0,2,0,1,11,23,3,,,,,,,,394.120241136,394.120241136,394.120241136,394.120241136,394.120241136,394.120241136,394.120241136,394.120241136,394.120241136,394.120241136,a,0.5745146909998766,10,723,2,394.72084265800004,,396.2226979100001,,51419,2022-10-25_08h14.48.778,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.901096221799214,
0,0,0,1,0,0,1,0,star,hexagon,2,0,2,0,2,0,24,11,,,,,,,,396.723112917,396.723112917,396.723112917,396.723112917,396.723112917,396.723112917,396.723112917,396.723112917,396.723112917,396.723112917,l,0.6197901179998553,10,733,2,397.3741837260002,,398.8760288650001,,51419,2022-10-25_08h14.48.778,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.901096221799214,
1,0,0,0,0,0,1,0,triangle,hexagon,2,0,2,0,2,1,25,1,,,,,,,,399.3760938510002,399.3760938510002,399.3760938510002,399.3760938510002,399.3760938510002,399.3760938510002,399.3760938510002,399.3760938510002,399.3760938510002,399.3760938510002,a,1.2078519349997805,10,743,2,400.610990314,,402.11264204400004,,51419,2022-10-25_08h14.48.778,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.901096221799214,
0,0,1,0,0,0,0,1,hexagon,star,2,0,2,0,2,2,26,8,,,,,,,,402.61318688000006,402.61318688000006,402.61318688000006,402.61318688000006,402.61318688000006,402.61318688000006,402.61318688000006,402.61318688000006,402.61318688000006,402.61318688000006,l,0.6671752039999319,1,744,2,403.29747864800015,,404.79894960800016,,51419,2022-10-25_08h14.48.778,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.901096221799214,
0,0,0,1,0,1,0,0,star ,circle,2,0,2,0,2,3,27,10,,,,,,,,405.2994212000001,405.2994212000001,405.2994212000001,405.2994212000001,405.2994212000001,405.2994212000001,405.2994212000001,405.2994212000001,405.2994212000001,405.2994212000001,l,0.6185745579998638,10,754,2,405.95038272400006,,407.45168508300003,,51419,2022-10-25_08h14.48.778,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.901096221799214,
