LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,training_feedback_txt.stopped,fix.started,fix.stopped,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,top_target_prac1.stopped,bott_target_prac1.stopped,target_resp_prac1.stopped,acc,E1,target_resp_prac1.keys,pracBlock,prac_fback_text.started,target_resp_prac1.rt,prac_fback_text.stopped,participant,date,expName,psychopyVersion,frameRate,
0,0,1,0,0,0,0,1,hexagon,star,1,0,1,0,0,3,3,8,,,,,,,,,,,,260.79111168487,260.79111168487,260.79111168487,260.79111168487,260.79111168487,260.79111168487,260.79111168487,260.79111168487,260.79111168487,260.79111168487,l,1.3103045360185206,1,277,1,262.1250178096816,263.62537833768874,263.62537833768874,,,,,,,,,,,,,,,,,,,,13674,2022-12-02_09h18.27.173,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9701811746619,
0,0,0,1,0,1,0,0,star ,circle,1,0,1,0,0,4,4,10,,,,,,,,,,,,264.12733036698774,264.12733036698774,264.12733036698774,264.12733036698774,264.12733036698774,264.12733036698774,264.12733036698774,264.12733036698774,264.12733036698774,264.12733036698774,l,1.5969339678995311,10,287,1,265.74695466272533,,267.26193842757493,,,,,,,,,,,,,,,,,,,,13674,2022-12-02_09h18.27.173,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9701811746619,
1,0,0,0,0,0,0,1,triangle,star,1,0,1,0,0,5,5,2,,,,,,,,,,,,267.761933718808,267.761933718808,267.761933718808,267.761933718808,267.761933718808,267.761933718808,267.761933718808,267.761933718808,267.761933718808,267.761933718808,a,2.0679863709956408,10,297,1,269.84794294880703,271.34852390689775,271.34852390689775,,,,,,,,,,,,,,,,,,,,13674,2022-12-02_09h18.27.173,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9701811746619,
0,0,0,1,0,0,1,0,star,hexagon,1,0,1,0,0,6,6,11,,,,,,,,,,,,271.84864455088973,271.84864455088973,271.84864455088973,271.84864455088973,271.84864455088973,271.84864455088973,271.84864455088973,271.84864455088973,271.84864455088973,271.84864455088973,l,2.1003175182268023,10,307,1,273.96838973881677,275.4684315836057,275.4684315836057,,,,,,,,,,,,,,,,,,,,13674,2022-12-02_09h18.27.173,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9701811746619,
0,0,1,0,0,1,0,0,hexagon,circle,1,0,1,0,0,7,7,7,,,,,,,,,,,,275.9690381968394,275.9690381968394,275.9690381968394,275.9690381968394,275.9690381968394,275.9690381968394,275.9690381968394,275.9690381968394,275.9690381968394,275.9690381968394,l,1.263971112202853,1,308,1,277.25463390769437,,278.75494590587914,,,,,,,,,,,,,,,,,,,,13674,2022-12-02_09h18.27.173,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9701811746619,
0,0,0,1,1,0,0,0,star,triangle,1,0,1,0,0,8,8,9,,,,,,,,,,,,279.25506297685206,279.25506297685206,279.25506297685206,279.25506297685206,279.25506297685206,279.25506297685206,279.25506297685206,279.25506297685206,279.25506297685206,279.25506297685206,a,2.2876497390680015,10,318,1,281.5746576245874,,283.0898314206861,,,,,,,,,,,,,,,,,,,,13674,2022-12-02_09h18.27.173,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9701811746619,
0,1,0,0,0,0,1,0,circle,hexagon,1,0,1,0,0,9,9,4,,,,,,,,,,,,283.5732349269092,283.5732349269092,283.5732349269092,283.5732349269092,283.5732349269092,283.5732349269092,283.5732349269092,283.5732349269092,283.5732349269092,283.5732349269092,a,1.4676569709554315,1,319,1,285.0612862878479,,286.57632813975215,,,,,,,,,,,,,,,,,,,,13674,2022-12-02_09h18.27.173,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9701811746619,
0,1,0,0,0,0,0,1,circle,star,1,0,1,0,0,10,10,5,,,,,,,,,,,,287.0763518898748,287.0763518898748,287.0763518898748,287.0763518898748,287.0763518898748,287.0763518898748,287.0763518898748,287.0763518898748,287.0763518898748,287.0763518898748,l,0.7997575150802732,10,329,1,287.895823685918,,289.39573769271374,,,,,,,,,,,,,,,,,,,,13674,2022-12-02_09h18.27.173,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9701811746619,
1,0,0,0,0,1,0,0,triangle,circle,1,0,1,0,0,11,11,0,,,,,,,,,,,,289.89594478160143,289.89594478160143,289.89594478160143,289.89594478160143,289.89594478160143,289.89594478160143,289.89594478160143,289.89594478160143,289.89594478160143,289.89594478160143,a,1.5240218099206686,10,339,1,291.44668086990714,292.9468816528097,292.9468816528097,293.4471909846179,,,,,,,,,,,,,,,,,,,13674,2022-12-02_09h18.27.173,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9701811746619,
0,0,1,0,0,0,0,1,hexagon,star,1,0,1,0,1,0,12,8,,,,,,,,,,,,293.4471909846179,293.4471909846179,293.4471909846179,293.4471909846179,293.4471909846179,293.4471909846179,293.4471909846179,293.4471909846179,293.4471909846179,293.4471909846179,a,1.6967849200591445,10,349,1,295.1665744166821,296.6668322319165,296.6668322319165,297.16710977302864,,,,,,,,,,,,,,,,,,,13674,2022-12-02_09h18.27.173,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9701811746619,
0,1,0,0,1,0,0,0,circle,triangle,1,0,1,0,1,1,13,3,,,,,,,,,,,,297.16710977302864,297.16710977302864,297.16710977302864,297.16710977302864,297.16710977302864,297.16710977302864,297.16710977302864,297.16710977302864,297.16710977302864,297.16710977302864,a,1.409191473852843,1,350,1,298.6030432586558,,300.10351979592815,,,,,,,,,,,,,,,,,,,,13674,2022-12-02_09h18.27.173,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9701811746619,
0,0,0,1,0,1,0,0,star ,circle,1,0,1,0,1,2,14,10,,,,,,,,,,,,300.6037164106965,300.6037164106965,300.6037164106965,300.6037164106965,300.6037164106965,300.6037164106965,300.6037164106965,300.6037164106965,300.6037164106965,300.6037164106965,l,1.8759514959529042,10,360,1,302.50637200381607,,304.00660144072026,,,,,,,,,,,,,,,,,,,,13674,2022-12-02_09h18.27.173,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9701811746619,
1,0,0,0,0,0,1,0,triangle,hexagon,1,0,1,0,1,3,15,1,,,,,,,,,,,,304.5067495899275,304.5067495899275,304.5067495899275,304.5067495899275,304.5067495899275,304.5067495899275,304.5067495899275,304.5067495899275,304.5067495899275,304.5067495899275,l,3.3167013828642666,1,361,1,307.8432062389329,,309.343809092883,,,,,,,,,,,,,,,,,,,,13674,2022-12-02_09h18.27.173,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9701811746619,
0,0,0,1,0,0,1,0,star,hexagon,1,0,1,0,1,4,16,11,,,,,,,,,,,,309.8436125838198,309.8436125838198,309.8436125838198,309.8436125838198,309.8436125838198,309.8436125838198,309.8436125838198,309.8436125838198,309.8436125838198,309.8436125838198,a,2.2442813962697983,10,371,1,312.1135917468928,,313.62869947962463,,,,,,,,,,,,,,,,,,,,13674,2022-12-02_09h18.27.173,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9701811746619,
1,0,0,0,0,0,0,1,triangle,star,1,0,1,0,1,5,17,2,,,,,,,,,,,,314.1139520527795,314.1139520527795,314.1139520527795,314.1139520527795,314.1139520527795,314.1139520527795,314.1139520527795,314.1139520527795,314.1139520527795,314.1139520527795,a,1.4733009212650359,1,372,1,315.6167912459932,,317.13142716977745,,,,,,,,,,,,,,,,,,,,13674,2022-12-02_09h18.27.173,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9701811746619,
0,1,0,0,0,0,0,1,circle,star,1,0,1,0,1,6,18,5,,,,,,,,,,,,317.63168263761327,317.63168263761327,317.63168263761327,317.63168263761327,317.63168263761327,317.63168263761327,317.63168263761327,317.63168263761327,317.63168263761327,317.63168263761327,a,1.7572505320422351,10,382,1,319.4196869856678,,320.93490655580536,,,,,,,,,,,,,,,,,,,,13674,2022-12-02_09h18.27.173,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9701811746619,
1,0,0,0,0,1,0,0,triangle,circle,1,0,1,0,1,7,19,0,,,,,,,,,,,,321.4347038939595,321.4347038939595,321.4347038939595,321.4347038939595,321.4347038939595,321.4347038939595,321.4347038939595,321.4347038939595,321.4347038939595,321.4347038939595,l,2.195732807740569,1,383,1,323.65467921458185,,325.1548254736699,,,,,,,,,,,,,,,,,,,,13674,2022-12-02_09h18.27.173,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9701811746619,
0,0,0,1,1,0,0,0,star,triangle,1,0,1,0,1,8,20,9,,,,,,,,,,,,325.6552019249648,325.6552019249648,325.6552019249648,325.6552019249648,325.6552019249648,325.6552019249648,325.6552019249648,325.6552019249648,325.6552019249648,325.6552019249648,a,0.8337720260024071,1,384,1,326.52219729777426,328.02260371670127,328.02260371670127,328.5225401269272,,,,,,,,,,,,,,,,,,,13674,2022-12-02_09h18.27.173,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9701811746619,
0,1,0,0,0,0,1,0,circle,hexagon,1,0,1,0,1,9,21,4,,,,,,,,,,,,328.5225401269272,328.5225401269272,328.5225401269272,328.5225401269272,328.5225401269272,328.5225401269272,328.5225401269272,328.5225401269272,328.5225401269272,328.5225401269272,l,1.1278293011710048,10,394,1,329.67731067864224,,331.192260148935,,,,,,,,,,,,,,,,,,,,13674,2022-12-02_09h18.27.173,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9701811746619,
0,0,1,0,0,1,0,0,hexagon,circle,1,0,1,0,1,10,22,7,,,,,,,,,,,,331.69262005668133,331.69262005668133,331.69262005668133,331.69262005668133,331.69262005668133,331.69262005668133,331.69262005668133,331.69262005668133,331.69262005668133,331.69262005668133,a,0.8821774693205953,1,395,1,332.5950354048982,,334.0950193470344,,,,,,,,,,,,,,,,,,,,13674,2022-12-02_09h18.27.173,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9701811746619,
0,0,1,0,1,0,0,0,hexagon,triangle,1,0,1,0,1,11,23,6,,,,,,,,,,,,334.595213629771,334.595213629771,334.595213629771,334.595213629771,334.595213629771,334.595213629771,334.595213629771,334.595213629771,334.595213629771,334.595213629771,l,3.852864142972976,1,396,1,338.47982143284753,339.9822274046019,339.9822274046019,,,,,,,,,,,,,,,,,,,,13674,2022-12-02_09h18.27.173,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9701811746619,
0,0,1,0,1,0,0,0,hexagon,triangle,1,0,1,0,2,0,24,6,,,,,,,,,,,,340.48259636899456,340.48259636899456,340.48259636899456,340.48259636899456,340.48259636899456,340.48259636899456,340.48259636899456,340.48259636899456,340.48259636899456,340.48259636899456,a,0.722489963285625,10,406,1,341.2352092526853,,342.75012630363926,,,,,,,,,,,,,,,,,,,,13674,2022-12-02_09h18.27.173,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9701811746619,
0,1,0,0,0,0,0,1,circle,star,1,0,1,0,2,1,25,5,,,,,,,,,,,,343.2500026789494,343.2500026789494,343.2500026789494,343.2500026789494,343.2500026789494,343.2500026789494,343.2500026789494,343.2500026789494,343.2500026789494,343.2500026789494,a,1.262721424922347,1,407,1,344.5379386129789,,346.05316214077175,,,,,,,,,,,,,,,,,,,,13674,2022-12-02_09h18.27.173,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9701811746619,
0,0,0,1,0,0,1,0,star,hexagon,1,0,1,0,2,2,26,11,,,,,,,,,,,,346.5532466727309,346.5532466727309,346.5532466727309,346.5532466727309,346.5532466727309,346.5532466727309,346.5532466727309,346.5532466727309,346.5532466727309,346.5532466727309,a,1.2440875140018761,1,408,1,347.8208419117145,,349.322776815854,,,,,,,,,,,,,,,,,,,,13674,2022-12-02_09h18.27.173,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9701811746619,
0,0,1,0,0,1,0,0,hexagon,circle,1,0,1,0,2,3,27,7,,,,,,,,,,,,349.8229309339076,349.8229309339076,349.8229309339076,349.8229309339076,349.8229309339076,349.8229309339076,349.8229309339076,349.8229309339076,349.8229309339076,349.8229309339076,l,1.7992835571058095,10,418,1,351.6423337645829,,353.157193179708,,,,,,,,,,,,,,,,,,,,13674,2022-12-02_09h18.27.173,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9701811746619,
1,0,0,0,0,1,0,0,triangle,circle,1,0,1,0,2,4,28,0,,,,,,,,,,,,353.6407749527134,353.6407749527134,353.6407749527134,353.6407749527134,353.6407749527134,353.6407749527134,353.6407749527134,353.6407749527134,353.6407749527134,353.6407749527134,a,1.267232063692063,10,428,1,354.92732195276767,356.42711454164237,356.42711454164237,356.9271420217119,,,,,,,,,,,,,,,,,,,13674,2022-12-02_09h18.27.173,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9701811746619,
0,1,0,0,0,0,1,0,circle,hexagon,1,0,1,0,2,5,29,4,,,,,,,,,,,,356.9271420217119,356.9271420217119,356.9271420217119,356.9271420217119,356.9271420217119,356.9271420217119,356.9271420217119,356.9271420217119,356.9271420217119,356.9271420217119,a,2.7051943452097476,10,438,1,359.6632906948216,361.16403839783743,361.16403839783743,361.6641621789895,,,,,,,,,,,,,,,,,,,13674,2022-12-02_09h18.27.173,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9701811746619,
0,0,0,1,0,1,0,0,star ,circle,1,0,1,0,2,6,30,10,,,,,,,,,,,,361.6641621789895,361.6641621789895,361.6641621789895,361.6641621789895,361.6641621789895,361.6641621789895,361.6641621789895,361.6641621789895,361.6641621789895,361.6641621789895,l,2.3338443329557776,1,439,1,364.01998311281204,,365.53408660274,,,,,,,,,,,,,,,,,,,,13674,2022-12-02_09h18.27.173,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9701811746619,
0,0,0,1,1,0,0,0,star,triangle,1,0,1,0,2,7,31,9,,,,,,,,,,,,366.03428474394605,366.03428474394605,366.03428474394605,366.03428474394605,366.03428474394605,366.03428474394605,366.03428474394605,366.03428474394605,366.03428474394605,366.03428474394605,l,1.2719487268477678,1,440,1,367.3351925127208,,368.83730674162507,,,,,,,,,,,,,,,,,,,,13674,2022-12-02_09h18.27.173,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9701811746619,
1,0,0,0,0,0,1,0,triangle,hexagon,1,0,1,0,2,8,32,1,,,,,,,,,,,,369.3373115058057,369.3373115058057,369.3373115058057,369.3373115058057,369.3373115058057,369.3373115058057,369.3373115058057,369.3373115058057,369.3373115058057,369.3373115058057,a,1.860753650777042,10,450,1,371.2235599709675,,372.73862197296694,,,,,,,,,,,,,,,,,,,,13674,2022-12-02_09h18.27.173,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9701811746619,
0,0,1,0,0,0,0,1,hexagon,star,1,0,1,0,2,9,33,8,,,,,,,,,,,,373.22193854674697,373.22193854674697,373.22193854674697,373.22193854674697,373.22193854674697,373.22193854674697,373.22193854674697,373.22193854674697,373.22193854674697,373.22193854674697,a,2.746400451287627,10,460,1,375.99190982058644,377.49193983199075,377.49193983199075,,,,,,,,,,,,,,,,,,,,13674,2022-12-02_09h18.27.173,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9701811746619,
0,1,0,0,1,0,0,0,circle,triangle,1,0,1,0,2,10,34,3,,,,,,,,,,,,377.99222028581426,377.99222028581426,377.99222028581426,377.99222028581426,377.99222028581426,377.99222028581426,377.99222028581426,377.99222028581426,377.99222028581426,377.99222028581426,l,1.9473720649257302,1,461,1,379.9637880907394,,381.4785817679949,,,,,,,,,,,,,,,,,,,,13674,2022-12-02_09h18.27.173,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9701811746619,
1,0,0,0,0,0,0,1,triangle,star,1,0,1,0,2,11,35,2,,,,,,,,,,,,381.97883090982214,381.97883090982214,381.97883090982214,381.97883090982214,381.97883090982214,381.97883090982214,381.97883090982214,381.97883090982214,381.97883090982214,381.97883090982214,a,1.820139295887202,1,462,1,383.83149051386863,385.3321175388992,385.3321175388992,385.83227270282805,,,,,,,,,,,,,,,,,,,13674,2022-12-02_09h18.27.173,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9701811746619,
0,0,0,1,1,0,0,0,star,triangle,1,0,1,0,3,0,36,9,,,,,,,,,,,,385.83227270282805,385.83227270282805,385.83227270282805,385.83227270282805,385.83227270282805,385.83227270282805,385.83227270282805,385.83227270282805,385.83227270282805,385.83227270282805,a,3.6365981469862163,10,472,1,389.4882966238074,,391.0027892095968,,,,,,,,,,,,,,,,,,,,13674,2022-12-02_09h18.27.173,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9701811746619,
0,1,0,0,0,0,1,0,circle,hexagon,1,0,1,0,3,1,37,4,,,,,,,,,,,,391.5026408028789,391.5026408028789,391.5026408028789,391.5026408028789,391.5026408028789,391.5026408028789,391.5026408028789,391.5026408028789,391.5026408028789,391.5026408028789,a,1.668434633873403,1,473,1,393.20421375567093,,394.7056303708814,,,,,,,,,,,,,,,,,,,,13674,2022-12-02_09h18.27.173,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9701811746619,
1,0,0,0,0,0,0,1,triangle,star,1,0,1,0,3,2,38,2,,,,,,,,,,,,395.20581322163343,395.20581322163343,395.20581322163343,395.20581322163343,395.20581322163343,395.20581322163343,395.20581322163343,395.20581322163343,395.20581322163343,395.20581322163343,l,1.1598685197532177,1,474,1,396.390140327625,397.8901823158376,397.8901823158376,398.38991891685873,,,,,,,,,,,,,,,,,,,13674,2022-12-02_09h18.27.173,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9701811746619,
0,0,1,0,0,0,0,1,hexagon,star,1,0,1,0,3,3,39,8,,,,,,,,,,,,398.38991891685873,398.38991891685873,398.38991891685873,398.38991891685873,398.38991891685873,398.38991891685873,398.38991891685873,398.38991891685873,398.38991891685873,398.38991891685873,a,2.5448562200181186,1,475,1,400.9601994808763,402.46008304692805,402.46008304692805,,,,,,,,,,,,,,,,,,,,13674,2022-12-02_09h18.27.173,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9701811746619,
1,0,0,0,0,1,0,0,triangle,circle,1,0,1,0,3,4,40,0,,,,,,,,,,,,402.9603880816139,402.9603880816139,402.9603880816139,402.9603880816139,402.9603880816139,402.9603880816139,402.9603880816139,402.9603880816139,402.9603880816139,402.9603880816139,a,1.393306092824787,1,476,1,404.38027522480115,405.87992791086435,405.87992791086435,406.380015140865,,,,,,,,,,,,,,,,,,,13674,2022-12-02_09h18.27.173,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9701811746619,
0,1,0,0,1,0,0,0,circle,triangle,1,0,1,0,3,5,41,3,,,,,,,,,,,,406.380015140865,406.380015140865,406.380015140865,406.380015140865,406.380015140865,406.380015140865,406.380015140865,406.380015140865,406.380015140865,406.380015140865,l,0.9897562330588698,10,486,1,407.3995414916426,,408.899304585997,,,,,,,,,,,,,,,,,,,,13674,2022-12-02_09h18.27.173,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9701811746619,
0,0,1,0,0,1,0,0,hexagon,circle,1,0,1,0,3,6,42,7,,,,,,,,,,,,409.3995547397062,409.3995547397062,409.3995547397062,409.3995547397062,409.3995547397062,409.3995547397062,409.3995547397062,409.3995547397062,409.3995547397062,409.3995547397062,l,1.570099491160363,10,496,1,411.0007111947052,412.50115919765085,412.50115919765085,413.0008970866911,,,,,,,,,,,,,,,,,,,13674,2022-12-02_09h18.27.173,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9701811746619,
1,0,0,0,0,0,1,0,triangle,hexagon,1,0,1,0,3,7,43,1,,,,,,,,,,,,413.0008970866911,413.0008970866911,413.0008970866911,413.0008970866911,413.0008970866911,413.0008970866911,413.0008970866911,413.0008970866911,413.0008970866911,413.0008970866911,l,0.9505152069032192,10,506,1,413.97046042978764,415.4704249696806,415.4704249696806,415.97082729591057,,,,,,,,,,,,,,,,,,,13674,2022-12-02_09h18.27.173,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9701811746619,
0,0,0,1,0,1,0,0,star ,circle,1,0,1,0,3,8,44,10,,,,,,,,,,,,415.97082729591057,415.97082729591057,415.97082729591057,415.97082729591057,415.97082729591057,415.97082729591057,415.97082729591057,415.97082729591057,415.97082729591057,415.97082729591057,a,0.6122078229673207,10,516,1,416.6047790655866,418.10482897702605,418.10482897702605,,,,,,,,,,,,,,,,,,,,13674,2022-12-02_09h18.27.173,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9701811746619,
0,0,1,0,1,0,0,0,hexagon,triangle,1,0,1,0,3,9,45,6,,,,,,,,,,,,418.6047297245823,418.6047297245823,418.6047297245823,418.6047297245823,418.6047297245823,418.6047297245823,418.6047297245823,418.6047297245823,418.6047297245823,418.6047297245823,a,0.4764495799317956,10,526,1,419.10737488791347,420.60742308665067,420.60742308665067,,,,,,,,,,,,,,,,,,,,13674,2022-12-02_09h18.27.173,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9701811746619,
0,1,0,0,0,0,0,1,circle,star,1,0,1,0,3,10,46,5,,,,,,,,,,,,421.107675160747,421.107675160747,421.107675160747,421.107675160747,421.107675160747,421.107675160747,421.107675160747,421.107675160747,421.107675160747,421.107675160747,a,0.4037587479688227,1,527,1,421.5433535967022,,423.05865963269025,,,,,,,,,,,,,,,,,,,,13674,2022-12-02_09h18.27.173,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9701811746619,
0,0,0,1,0,0,1,0,star,hexagon,1,0,1,0,3,11,47,11,,,,,,,,,,,,423.5419203960337,423.5419203960337,423.5419203960337,423.5419203960337,423.5419203960337,423.5419203960337,423.5419203960337,423.5419203960337,423.5419203960337,423.5419203960337,l,0.8377287029288709,10,537,1,424.41286731977016,,425.92751138983294,,,,,,,,,,,,,,,,,,,,13674,2022-12-02_09h18.27.173,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9701811746619,
0,1,0,0,0,0,1,0,circle,hexagon,2,0,2,0,0,0,0,4,,,,,,,,,,,,429.19213432399556,429.19213432399556,429.19213432399556,429.19213432399556,429.19213432399556,429.19213432399556,429.19213432399556,429.19213432399556,429.19213432399556,429.19213432399556,l,1.4662588299252093,10,547,2,430.68220668192953,432.18177648680285,432.18177648680285,432.6823366796598,,,,,,,,,,,,,,,,,,,13674,2022-12-02_09h18.27.173,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9701811746619,
0,0,1,0,1,0,0,0,hexagon,triangle,2,0,2,0,0,1,1,6,,,,,,,,,,,,432.6823366796598,432.6823366796598,432.6823366796598,432.6823366796598,432.6823366796598,432.6823366796598,432.6823366796598,432.6823366796598,432.6823366796598,432.6823366796598,a,0.2934115151874721,10,557,2,432.99950607679784,,434.5011423667893,,,,,,,,,,,,,,,,,,,,13674,2022-12-02_09h18.27.173,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9701811746619,
0,1,0,0,0,0,0,1,circle,star,2,0,2,0,0,2,2,5,,,,,,,,,,,,435.00163127994165,435.00163127994165,435.00163127994165,435.00163127994165,435.00163127994165,435.00163127994165,435.00163127994165,435.00163127994165,435.00163127994165,435.00163127994165,a,0.30303775798529387,1,558,2,435.34950208384544,,436.8522035498172,,,,,,,,,,,,,,,,,,,,13674,2022-12-02_09h18.27.173,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9701811746619,
1,0,0,0,0,0,1,0,triangle,hexagon,2,0,2,0,0,3,3,1,,,,,,,,,,,,437.3522880068049,437.3522880068049,437.3522880068049,437.3522880068049,437.3522880068049,437.3522880068049,437.3522880068049,437.3522880068049,437.3522880068049,437.3522880068049,l,0.36018299078568816,10,568,2,437.73850277857855,,439.2382044158876,,,,,,,,,,,,,,,,,,,,13674,2022-12-02_09h18.27.173,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9701811746619,
1,0,0,0,0,1,0,0,triangle,circle,2,0,2,0,0,4,4,0,,,,,,,,,,,,439.73831514595076,439.73831514595076,439.73831514595076,439.73831514595076,439.73831514595076,439.73831514595076,439.73831514595076,439.73831514595076,439.73831514595076,439.73831514595076,l,0.41570766223594546,1,569,2,440.1743152686395,,441.6891011688858,,,,,,,,,,,,,,,,,,,,13674,2022-12-02_09h18.27.173,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9701811746619,
0,0,0,1,0,1,0,0,star ,circle,2,0,2,0,0,5,5,10,,,,,,,,,,,,442.18891518888995,442.18891518888995,442.18891518888995,442.18891518888995,442.18891518888995,442.18891518888995,442.18891518888995,442.18891518888995,442.18891518888995,442.18891518888995,l,1.3843418038450181,1,570,2,443.6064165867865,,445.10895789787173,,,,,,,,,,,,,,,,,,,,13674,2022-12-02_09h18.27.173,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9701811746619,
0,0,0,1,0,0,1,0,star,hexagon,2,0,2,0,0,6,6,11,,,,,,,,,,,,445.6088200737722,445.6088200737722,445.6088200737722,445.6088200737722,445.6088200737722,445.6088200737722,445.6088200737722,445.6088200737722,445.6088200737722,445.6088200737722,a,0.7327647833153605,10,580,2,446.36196845490485,,447.8766497927718,,,,,,,,,,,,,,,,,,,,13674,2022-12-02_09h18.27.173,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9701811746619,
0,0,0,1,1,0,0,0,star,triangle,2,0,2,0,0,7,7,9,,,,,,,,,,,,448.37648480571806,448.37648480571806,448.37648480571806,448.37648480571806,448.37648480571806,448.37648480571806,448.37648480571806,448.37648480571806,448.37648480571806,448.37648480571806,a,0.3942312761209905,10,590,2,448.78851819597185,,450.2959572817199,,,,,,,,,,,,,,,,,,,,13674,2022-12-02_09h18.27.173,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9701811746619,
0,0,1,0,0,1,0,0,hexagon,circle,2,0,2,0,0,8,8,7,,,,,,,,,,,,450.79605279071257,450.79605279071257,450.79605279071257,450.79605279071257,450.79605279071257,450.79605279071257,450.79605279071257,450.79605279071257,450.79605279071257,450.79605279071257,a,0.5066302856430411,10,600,2,451.330384909641,452.83027585875243,452.83027585875243,,,,,,,,,,,,,,,,,,,,13674,2022-12-02_09h18.27.173,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9701811746619,
1,0,0,0,0,0,0,1,triangle,star,2,0,2,0,0,9,9,2,,,,,,,,,,,,453.3303045919165,453.3303045919165,453.3303045919165,453.3303045919165,453.3303045919165,453.3303045919165,453.3303045919165,453.3303045919165,453.3303045919165,453.3303045919165,l,0.3686330998316407,10,610,2,453.7307901359163,455.2327924966812,455.2327924966812,455.73294196184725,,,,,,,,,,,,,,,,,,,13674,2022-12-02_09h18.27.173,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9701811746619,
