participant,date,expName,psychopyVersion,OS,frameRate,browser,xResolution,yResolution,key_resp.keys,key_resp.rt,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,training.ran,LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,curr_topStim,curr_bottStim,curr_shape,acc,E1,target_resp_prac1.keys,pracBlock,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task1_prac_trials.ran,target_resp_prac1.rt,target_resp_prac2.keys,target_resp_prac2.rt,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,task2_praac_trials.ran,alt,task,condition,target_resp.keys,target_resp.rt,rewCond,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,vts_practice_trials.ran,blockNum,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,trials_norew.ran,key_resp_2.keys,key_resp_2.rt,rewExpectancy,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,trials_rew.ran,Q1,Q2,Q2_text,Q3,Q4,Q5,Q5_text,xRes,yRes
292690,2022-12-05_15h10.33.057,vts_reward_expectancy_bt,2022.2.4,Win32,234.1920375,Chrome,1920,1080,,,a,0.026,1,528,2,2,8,32,9,1,0,0,0,1,1,0,0,0,star,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292690,2022-12-05_15h10.33.057,vts_reward_expectancy_bt,2022.2.4,Win32,234.1920375,Chrome,1920,1080,,,l,0.9346,10,538,2,2,9,33,11,1,0,0,0,1,0,0,1,0,star,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292690,2022-12-05_15h10.33.057,vts_reward_expectancy_bt,2022.2.4,Win32,234.1920375,Chrome,1920,1080,,,l,0.4075,1,539,2,2,10,34,8,1,0,0,1,0,0,0,0,1,hexagon,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292690,2022-12-05_15h10.33.057,vts_reward_expectancy_bt,2022.2.4,Win32,234.1920375,Chrome,1920,1080,,,l,0.7677,10,549,2,2,11,35,6,1,0,0,1,0,1,0,0,0,hexagon,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292690,2022-12-05_15h10.33.057,vts_reward_expectancy_bt,2022.2.4,Win32,234.1920375,Chrome,1920,1080,,,,,,,,,,,,,,,,,,,,,,,181,S,star,0,0,,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292690,2022-12-05_15h10.33.057,vts_reward_expectancy_bt,2022.2.4,Win32,234.1920375,Chrome,1920,1080,,,,,,,,,,,,,,,,,,,,,,,167,H,circle,0,1,d,0,1,0,1,0,1,2.4052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292690,2022-12-05_15h10.33.057,vts_reward_expectancy_bt,2022.2.4,Win32,234.1920375,Chrome,1920,1080,,,,,,,,,,,,,,,,,,,,,,,160,B,hexagon,1,1,f,0,2,0,2,0,1,1.0445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292690,2022-12-05_15h10.33.057,vts_reward_expectancy_bt,2022.2.4,Win32,234.1920375,Chrome,1920,1080,,,,,,,,,,,,,,,,,,,,,,,174,U,triangle,1,0,f,0,3,0,3,0,1,0.6964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292690,2022-12-05_15h10.33.057,vts_reward_expectancy_bt,2022.2.4,Win32,234.1920375,Chrome,1920,1080,,,,,,,,,,,,,,,,,,,,,,,146,W,star,1,0,d,0,4,0,4,0,1,1.0012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292690,2022-12-05_15h10.33.057,vts_reward_expectancy_bt,2022.2.4,Win32,234.1920375,Chrome,1920,1080,,,,,,,,,,,,,,,,,,,,,,,125,F,circle,1,0,d,0,5,0,5,0,1,0.6658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292690,2022-12-05_15h10.33.057,vts_reward_expectancy_bt,2022.2.4,Win32,234.1920375,Chrome,1920,1080,,,,,,,,,,,,,,,,,,,,,,,132,D,hexagon,1,0,d,0,6,0,6,0,1,0.8369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292690,2022-12-05_15h10.33.057,vts_reward_expectancy_bt,2022.2.4,Win32,234.1920375,Chrome,1920,1080,,,,,,,,,,,,,,,,,,,,,,,139,Y,triangle,1,0,d,0,7,0,7,0,1,0.8739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292690,2022-12-05_15h10.33.057,vts_reward_expectancy_bt,2022.2.4,Win32,234.1920375,Chrome,1920,1080,,,,,,,,,,,,,,,,,,,,,,,181,S,circle,1,0,f,0,8,0,8,0,1,0.6758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292690,2022-12-05_15h10.33.057,vts_reward_expectancy_bt,2022.2.4,Win32,234.1920375,Chrome,1920,1080,,,,,,,,,,,,,,,,,,,,,,,167,H,star,1,0,f,0,9,0,9,0,1,0.7427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
