LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,fix.started,training_feedback_txt.stopped,fix.stopped,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,top_target_prac1.stopped,bott_target_prac1.stopped,target_resp_prac1.stopped,acc,E1,target_resp_prac1.keys,pracBlock,prac_fback_text.started,target_resp_prac1.rt,prac_fback_text.stopped,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,star.started,hegagon.started,triangle.started,circle.started,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,alt,task,condition,target_resp.keys,target_resp.rt,rewCond,vts_fback.started,vts_fback.stopped,blockNum,norew_fback.started,top_target.stopped,tgt_fix.stopped,bot_target.stopped,target_resp.stopped,norew_fback.stopped,key_resp_2.keys,key_resp_2.rt,rewExpectancy,feedbk_text.started,feedbk_text.stopped,text_3.started,debrief.started,text_3.stopped,button.started,debrief.index,debrief.itemText,debrief.type,debrief.granularity,debrief.font,debrief.markerColor,debrief.response,debrief.rt,button.numClicks,button.timesOn,button.timesOff,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1183.0061311330646,,,181,U,star,0.0016966634429991245,1176.9974437942728,1178.4857565662824,1178.4857565662824,1178.4857565662824,1181.4886721372604,1181.4886721372604,1181.4886721372604,0,1,None,0,1181.505550517235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16771,2022-12-01_14h02.20.602,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94994940911568,
,,,,,,,,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1190.0102431653067,,,125,S,hexagon,0.005925652105361223,1184.0017846850678,1185.492219103966,1185.492219103966,1185.492219103966,1188.49326074915,1188.49326074915,1188.49326074915,0,1,None,0,1188.5095682283863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16771,2022-12-01_14h02.20.602,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94994940911568,
,,,,,,,,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1194.6305605103262,,,167,D,circle,0.012219068128615618,1191.0073048812337,1192.496464563068,1192.496464563068,1192.496464563068,,,,0,1,d,0,1193.115097687114,0.5936638657003641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16771,2022-12-01_14h02.20.602,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94994940911568,
,,,,,,,,,,,,,,,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1199.0839560800232,,,146,Y,triangle,0.01683651702478528,1195.6267213202082,1197.0999800954014,1197.0999800954014,1197.0999800954014,,,,0,1,f,0,1197.5687360023148,0.4456101940013468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16771,2022-12-01_14h02.20.602,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94994940911568,
,,,,,,,,,,,,,,,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1203.5371999801137,,,132,B,hexagon,0.016640605870634317,1200.0796084729955,1201.553578156978,1201.553578156978,1201.553578156978,,,,0,1,f,0,1202.0223896834068,0.44688167283311486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16771,2022-12-01_14h02.20.602,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94994940911568,
,,,,,,,,,,,,,,,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1210.5266381171532,,,160,W,circle,0.01671076938509941,1204.5323632899672,1206.0069616273977,1206.0069616273977,1206.0069616273977,1209.0080634271726,1209.0080634271726,1209.0080634271726,0,1,None,0,1209.024639774114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16771,2022-12-01_14h02.20.602,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94994940911568,
,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1231.7252518404275,,,181,S,triangle,0.0010410877875983715,1227.9846927663311,1229.4726483700797,1229.4726483700797,1229.4726483700797,,,,0,1,d,1,1230.225071176421,0.7225477690808475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16771,2022-12-01_14h02.20.602,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94994940911568,
,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1236.662242051214,,,174,U,hexagon,0.0019350210204720497,1232.720438159071,1234.2095876270905,1234.2095876270905,1234.2095876270905,,,,0,1,d,1,1235.1621912671253,0.9250245317816734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16771,2022-12-01_14h02.20.602,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94994940911568,
,,,,,,,,,,,,,,,,,,1,0,1,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1241.599295814056,,,167,W,star,0.0019083330407738686,1237.6577377649955,1239.1466510933824,1239.1466510933824,1239.1466510933824,,,,1,1,f,1,1240.0998521302827,0.9261081260628998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16771,2022-12-01_14h02.20.602,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94994940911568,
,,,,,,,,,,,,,,,,,,1,0,1,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1246.3692574752495,,,139,F,circle,0.0019417153671383858,1242.5946107530035,1244.0834660460241,1244.0834660460241,1244.0834660460241,,,,1,0,d,1,1244.868809227366,0.7598811439238489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16771,2022-12-01_14h02.20.602,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94994940911568,
,,,,,,,,,,,,,,,,,,1,0,1,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1251.0227167191915,,,160,H,hexagon,0.0022193901240825653,1247.3650996773504,1248.8534649340436,1248.8534649340436,1248.8534649340436,,,,1,0,f,1,1249.5222586081363,0.6477987295947969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16771,2022-12-01_14h02.20.602,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94994940911568,
,,,,,,,,,,,,,,,,,,1,0,1,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1256.259927968029,,,125,Y,triangle,0.0018783439882099628,1252.0182534512132,1253.5068374499679,1253.5068374499679,1253.5068374499679,,,,1,0,d,1,1254.7456899113022,1.2144561246968806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16771,2022-12-01_14h02.20.602,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94994940911568,
,,,,,,,,,,,,,,,,,,1,0,1,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1263.0642134500667,,,146,D,star,0.01339546125382185,1257.255284707062,1258.7441049111076,1258.7441049111076,1258.7441049111076,,,,0,0,f,1,1261.5503044039942,2.7835465227253735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16771,2022-12-01_14h02.20.602,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94994940911568,
,,,,,,,,,,,,,,,,,,1,0,1,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1267.6677515930496,,,132,B,circle,0.0004755840636789799,1264.0431343191303,1265.5335665591992,1265.5335665591992,1265.5335665591992,,,,1,1,d,1,1266.1537458691746,0.5963301178999245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16771,2022-12-01_14h02.20.602,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94994940911568,
,,,,,,,,,,,,,,,,,,1,0,1,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1272.9380529480986,,,181,S,hexagon,0.016779419966042042,1268.6625682050362,1270.1351261390373,1270.1351261390373,1270.1351261390373,,,,0,0,d,1,1271.4410733790137,1.2817692197859287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16771,2022-12-01_14h02.20.602,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94994940911568,
,,,,,,,,,,,,,,,,,,1,0,1,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1277.6417959192768,,,174,U,triangle,0.00044455379247665405,1273.9334264080971,1275.4241184871644,1275.4241184871644,1275.4241184871644,,,,1,1,f,1,1276.1276175212115,0.6727581690065563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16771,2022-12-01_14h02.20.602,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94994940911568,
,,,,,,,,,,,,,,,,,,2,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1286.565089988988,,1287.0654526720755,160,F,star,0.0007125441916286945,1282.9731220970862,1284.462482706178,1284.462482706178,1284.462482706178,,,,1,0,f,2,1285.063089956995,0.5683400728739798,1286.565089988988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16771,2022-12-01_14h02.20.602,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94994940911568,
,,,,,,,,,,,,,,,,,,2,0,2,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1293.5695011122152,,,125,B,triangle,0.00016356119886040688,1287.5603931923397,1289.0495383911766,1289.0495383911766,1289.0495383911766,1292.0522954082116,1292.0522954082116,1292.0522954082116,0,0,None,2,1292.0690104300156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16771,2022-12-01_14h02.20.602,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94994940911568,
,,,,,,,,,,,,,,,,,,2,0,2,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1298.1062611262314,,,167,D,circle,0.004309263080358505,1294.565122999251,1296.055317062419,1296.055317062419,1296.055317062419,,,,1,1,f,2,1296.5923572201282,0.5068593844771385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16771,2022-12-01_14h02.20.602,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94994940911568,
,,,,,,,,,,,,,,,,,,2,0,2,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1302.8097995733842,,,174,U,hexagon,0.0004344061017036438,1299.0852783303708,1300.5759012703784,1300.5759012703784,1300.5759012703784,,,,1,0,f,2,1301.295188975986,0.7000756761990488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16771,2022-12-01_14h02.20.602,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94994940911568,
,,,,,,,,,,,,,,,,,,2,0,2,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1308.4137628893368,,,146,Y,circle,0.01662867097184062,1303.8057681024075,1305.277174236253,1305.277174236253,1305.277174236253,,,,1,0,d,2,1306.8987492253073,1.60104037867859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16771,2022-12-01_14h02.20.602,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94994940911568,
,,,,,,,,,,,,,,,,,,2,0,2,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1313.3841799232177,,,132,S,hexagon,0.01694050757214427,1309.4091642983258,1310.883041471243,1310.883041471243,1310.883041471243,,,,1,0,d,2,1311.8688662233762,0.9568063379265368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16771,2022-12-01_14h02.20.602,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94994940911568,
,,,,,,,,,,,,,,,,,,2,0,2,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1318.0208505620249,,,181,H,triangle,0.016951413359493017,1314.3794973134063,1315.853464610409,1315.853464610409,1315.853464610409,,,,1,0,f,2,1316.5057124360465,0.6334493109025061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16771,2022-12-01_14h02.20.602,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94994940911568,
,,,,,,,,,,,,,,,,,,2,0,2,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1323.5412548179738,,,139,W,star,0.01652136305347085,1319.0157428290695,1320.4902580031194,1320.4902580031194,1320.4902580031194,,,,1,0,d,2,1322.0264902631752,1.5087272268719971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16771,2022-12-01_14h02.20.602,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94994940911568,
,,,,,,,,,,,,,,,,,,2,0,2,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1329.4785494301468,,,160,F,circle,0.005428793840110302,1324.5224186852574,1326.0106004001573,1326.0106004001573,1326.0106004001573,,,,1,0,f,2,1327.9635332762264,1.928832727484405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16771,2022-12-01_14h02.20.602,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94994940911568,
,,,,,,,,,,,,,,,,,,2,0,2,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1334.7325147581287,,,125,B,triangle,0.0005471799522638321,1330.457556660287,1331.9478526641615,1331.9478526641615,1331.9478526641615,,,,1,0,d,2,1333.2172557613812,1.246686332859099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16771,2022-12-01_14h02.20.602,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94994940911568,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1353.9297644384205,,,174,B,circle,0.017297210171818733,,,,,,,,1,0,,3,1352.4151650844142,,,1350.0723290522583,1351.545636238996,1351.545636238996,1351.545636238996,j,0.8416473446413875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16771,2022-12-01_14h02.20.602,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94994940911568,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1358.9166368832812,,,125,S,triangle,0.016427983064204454,,,,,,,,1,0,,3,1357.4023326653987,,,1354.9254919742234,1356.3992560091428,1356.3992560091428,1356.3992560091428,k,0.9838562337681651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16771,2022-12-01_14h02.20.602,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94994940911568,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1363.6536113140173,,,132,D,hexagon,0.01631202409043908,,,,,,,,1,0,,3,1362.1390159213915,,,1359.9120804453269,1361.3861652719788,1361.3861652719788,1361.3861652719788,j,0.7213705410249531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16771,2022-12-01_14h02.20.602,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94994940911568,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1368.5569438962266,,1369.0574389412068,160,F,star,0.016264941077679396,,,,,,,,1,0,,3,1367.0572540522553,,1368.5569438962266,1364.6483652470633,1366.1231395839714,1366.1231395839714,1366.1231395839714,j,0.9007125278003514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16771,2022-12-01_14h02.20.602,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94994940911568,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1373.3609192580916,,,139,H,hexagon,0.014140261337161064,,,,,,,,1,0,,3,1371.8460774943233,,,1369.5693097864278,1371.0433429200202,1371.0433429200202,1371.0433429200202,j,0.7732844860292971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16771,2022-12-01_14h02.20.602,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94994940911568,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1377.9978562500328,,,146,Y,star,0.01667297910898924,,,,,,,,1,0,,3,1376.482757456135,,,1374.3561448734254,1375.8303375253454,1375.8303375253454,1375.8303375253454,k,0.6215624515898526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16771,2022-12-01_14h02.20.602,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94994940911568,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1383.251353896223,,,167,W,circle,0.016789043322205544,,,,,,,,1,0,,3,1381.7368280780502,,,1378.9930588970892,1380.4671763554215,1380.4671763554215,1380.4671763554215,k,1.2505339509807527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16771,2022-12-01_14h02.20.602,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94994940911568,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1389.1222019470297,,,181,U,triangle,0.01659485325217247,,,,,,,,1,0,,3,1387.607101473026,,,1384.2466448382474,1385.7207530792803,1385.7207530792803,1385.7207530792803,k,1.8595932107418776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16771,2022-12-01_14h02.20.602,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94994940911568,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1394.309319361113,,,174,B,circle,0.00034668203443288803,,,,,,,,1,0,,3,1392.7942954152822,,,1390.101151672192,1391.5916745150462,1391.5916745150462,1391.5916745150462,j,1.1735684555023909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16771,2022-12-01_14h02.20.602,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94994940911568,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400.4183155209757,,,125,S,star,0.01678347820416093,,,,,,,,1,0,,3,1398.914658466354,,,1395.3048629490659,1396.778342452366,1396.778342452366,1396.778342452366,k,2.107200985774398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16771,2022-12-01_14h02.20.602,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94994940911568,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,918,,,1611.2178349113092,,,181,B,hexagon,0.017362968996167183,,,,,,,,0,0,,4,,,,,,,,,,1605.8761239391752,1605.8761239391752,1605.8761239391752,1605.8761239391752,1607.3481541234069,1607.3481541234069,1607.3481541234069,1607.3481541234069,1607.3811122942716,1607.3811122942716,1607.3811122942716,1607.3811122942716,-1,number,NA,d,2.3505424885079265,vtsPrac,1609.7190384631976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16771,2022-12-01_14h02.20.602,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94994940911568,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,918,,,1617.1551895672455,,,160,F,circle,0.0017161648720502853,,,,,,,,1,1,,4,,,,,,,,,,1612.2134203324094,1612.2134203324094,1612.2134203324094,1612.2134203324094,1613.7022005263716,1613.7022005263716,1613.7022005263716,1613.7022005263716,1613.7187178740278,1613.7187178740278,1613.7187178740278,1613.7187178740278,repeat,number,numRpt,f,1.9030046155676246,vtsPrac,1615.6411338951439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16771,2022-12-01_14h02.20.602,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94994940911568,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,918,,,1623.1256157220341,,,167,D,triangle,0.014823266305029392,,,,,,,,1,0,,4,,,,,,,,,,1618.1506617581472,1618.1506617581472,1618.1506617581472,1618.1506617581472,1619.6391875441186,1619.6391875441186,1619.6391875441186,1619.6391875441186,1619.6559038753621,1619.6559038753621,1619.6559038753621,1619.6559038753621,repeat,number,numRpt,f,1.9513786835595965,vtsPrac,1621.6109190629795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16771,2022-12-01_14h02.20.602,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94994940911568,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,918,,,1627.9626074000262,,,125,W,circle,0.016796999145299196,,,,,,,,1,0,,4,,,,,,,,,,1624.1215830571018,1624.1215830571018,1624.1215830571018,1624.1215830571018,1625.5969750052318,1625.5969750052318,1625.5969750052318,1625.5969750052318,1625.6286873803474,1625.6286873803474,1625.6286873803474,1625.6286873803474,repeat,number,numRpt,d,0.8200574647635221,vtsPrac,1626.4477487173863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16771,2022-12-01_14h02.20.602,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94994940911568,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,918,,,1634.3503092410974,,,181,B,hexagon,0.00040076812729239464,,,,,,,,1,0,,4,,,,,,,,,,1628.9416809570976,1628.9416809570976,1628.9416809570976,1628.9416809570976,1630.4301741831005,1630.4301741831005,1630.4301741831005,1630.4301741831005,1630.4471021513455,1630.4471021513455,1630.4471021513455,1630.4471021513455,switch,letter,lettSwt,j,2.3775774124078453,vtsPrac,1632.8356079291552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16771,2022-12-01_14h02.20.602,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94994940911568,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,918,,,1639.0036318660714,,,160,F,star,0.016948590986430645,,,,,,,,1,0,,4,,,,,,,,,,1635.3460879670456,1635.3460879670456,1635.3460879670456,1635.3460879670456,1636.819541842211,1636.819541842211,1636.819541842211,1636.819541842211,1636.8529316363856,1636.8529316363856,1636.8529316363856,1636.8529316363856,repeat,letter,lettRpt,j,0.6452825982123613,vtsPrac,1637.4889705730602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16771,2022-12-01_14h02.20.602,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94994940911568,
