LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,training_feedback_txt.stopped,fix.started,fix.stopped,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,acc,E1,target_resp_prac1.keys,target_resp_prac1.rt,pracBlock,prac_fback_text.started,prac_fback_text.stopped,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,star.started,hegagon.started,triangle.started,circle.started,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,top_target.stopped,tgt_fix.stopped,bot_target.stopped,target_resp.stopped,alt,task,condition,target_resp.keys,rewCond,vts_fback.started,target_resp.rt,vts_fback.stopped,blockNum,norew_fback.started,norew_fback.stopped,key_resp_2.keys,key_resp_2.rt,rewExpectancy,feedbk_text.started,feedbk_text.stopped,text_3.started,debrief.started,text_3.stopped,button.started,debrief.index,debrief.itemText,debrief.type,debrief.granularity,debrief.font,debrief.markerColor,debrief.response,debrief.rt,button.numClicks,button.timesOn,button.timesOff,participant,date,expName,psychopyVersion,frameRate
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,655.6383124,,139,B,circle,0.001758384,,,,,1,0,,,1,654.1401469,655.6383124,651.9342749,653.422786,653.422786,653.422786,j,0.697589385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,660.2105519,,132,D,hexagon,0.002105438,,,,,1,0,,,1,658.7102747,660.2105519,656.6378258,658.1263027,658.1263027,658.1263027,j,0.561845093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,664.8473228,,125,U,triangle,0.002223053,,,,,1,0,,,1,663.3473987,664.8473228,661.207787,662.696455,662.696455,662.696455,k,0.627446729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,669.5508572,670.0507875,160,W,circle,0.000468067,,,,,1,0,,,1,668.0509089,669.5508572,665.8437786,667.3330984,667.3330984,667.3330984,k,0.693020452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,674.2541839,674.7542672,181,F,star,0.000476966,,,,,1,0,,,1,672.7542484,674.2541839,670.5470226,672.0367703,672.0367703,672.0367703,j,0.692515272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,678.9577386,679.4580198,146,Y,hexagon,0.000659569,,,,,1,0,,,1,677.4580639,678.9577386,675.2503894,676.7403331,676.7403331,676.7403331,k,0.691605396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,683.7947328,684.2947674,167,S,triangle,0.00040243,,,,,1,0,,,1,682.2947943,683.7947328,679.9537257,681.443856,681.443856,681.443856,k,0.826004597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,689.0315417,689.5343419,174,H,hexagon,0.0006198,,,,,1,0,,,1,687.5318428,689.0315417,684.7906516,686.2808886,686.2808886,686.2808886,j,1.219580825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,900,,,,724.9242883,,160,W,triangle,0.017522197,,,,,-1,0,,,2,,,,,,,,,718.933951,718.933951,718.933951,718.933951,720.4042069,720.4042069,720.4042069,720.4042069,720.4375489,720.4375489,720.4375489,720.4375489,723.4103625,723.4103625,723.4103625,723.4103625,-1,no_choice,NA,None,vtsPrac,723.4103625,,,,,,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,900,,,,729.5945144,,125,U,star,0.004931232,,,,,1,0,,,2,,,,,,,,,725.9211185,725.9211185,725.9211185,725.9211185,727.4104148,727.4104148,727.4104148,727.4104148,727.4270172,727.4270172,727.4270172,727.4270172,,,,,switch,number,numSwt,d,vtsPrac,728.0809379,0.636188783,,,,,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,900,,,,734.0644708,,146,F,hexagon,0.016790493,,,,,0,0,,,2,,,,,,,,,730.5906539,730.5906539,730.5906539,730.5906539,732.0638908,732.0638908,732.0638908,732.0638908,732.0972311,732.0972311,732.0972311,732.0972311,,,,,repeat,number,NA,f,vtsPrac,732.5510387,0.460765495,,,,,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,900,,,,738.6177742,,174,H,star,0.016717411,,,,,1,1,,,2,,,,,,,,,735.0609754,735.0609754,735.0609754,735.0609754,736.5339285,736.5339285,736.5339285,736.5339285,736.567074,736.567074,736.567074,736.567074,,,,,switch,letter,lettSwt,j,vtsPrac,737.1042821,0.536242492,,,,,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,900,,,,743.0713349,,160,W,circle,0.016764768,,,,,0,0,,,2,,,,,,,,,739.6138044,739.6138044,739.6138044,739.6138044,741.0873193,741.0873193,741.0873193,741.0873193,741.120697,741.120697,741.120697,741.120697,,,,,repeat,letter,NA,j,vtsPrac,741.5573737,0.437866692,,,,,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,900,,,,747.6583705,,125,U,hexagon,0.016898446,,,,,1,1,,,2,,,,,,,,,744.0667992,744.0667992,744.0667992,744.0667992,745.5391246,745.5391246,745.5391246,745.5391246,745.5722744,745.5722744,745.5722744,745.5722744,,,,,switch,number,numSwt,d,vtsPrac,746.1445438,0.575945249,,,,,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,900,,,,752.4119817,752.9119363,146,F,circle,0.016646436,,,,,1,0,,,2,,,,,,,,,748.6542259,748.6542259,748.6542259,748.6542259,750.1258615,750.1258615,750.1258615,750.1258615,750.1591909,750.1591909,750.1591909,750.1591909,,,,,repeat,number,numRpt,d,vtsPrac,750.9121,0.759790782,752.4119817,,,,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,900,,,,756.8817873,,174,H,hexagon,0.000395855,,,,,1,0,,,2,,,,,,,,,753.4079911,753.4079911,753.4079911,753.4079911,754.8960539,754.8960539,754.8960539,754.8960539,754.9128721,754.9128721,754.9128721,754.9128721,,,,,switch,letter,lettSwt,j,vtsPrac,755.3807112,0.466855379,,,,,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,900,,,,761.3685843,,160,F,circle,0.001558072,,,,,1,0,,,2,,,,,,,,,757.8778509,757.8778509,757.8778509,757.8778509,759.3660581,759.3660581,759.3660581,759.3660581,759.3828913,759.3828913,759.3828913,759.3828913,,,,,repeat,letter,lettRpt,j,vtsPrac,759.8670961,0.474498671,,,,,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,900,,,,765.8388675,,139,U,triangle,0.002000821,,,,,1,0,,,2,,,,,,,,,762.3649104,762.3649104,762.3649104,762.3649104,763.8528674,763.8528674,763.8528674,763.8528674,763.8695774,763.8695774,763.8695774,763.8695774,,,,,switch,number,numSwt,d,vtsPrac,764.3374017,0.453846442,,,,,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,900,,,,770.440459,,174,B,star,0.001635734,,,,,1,0,,,2,,,,,,,,,766.834371,766.834371,766.834371,766.834371,768.3230188,768.3230188,768.3230188,768.3230188,768.3396654,768.3396654,768.3396654,768.3396654,,,,,repeat,number,numRpt,f,vtsPrac,768.9406864,0.596539208,770.440459,,,,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,900,,,,775.0274802,775.5275442,132,W,hexagon,0.002031998,,,,,1,0,,,2,,,,,,,,,771.4378716,771.4378716,771.4378716,771.4378716,772.9265665,772.9265665,772.9265665,772.9265665,772.9432065,772.9432065,772.9432065,772.9432065,,,,,repeat,number,numRpt,d,vtsPrac,773.5275696,0.572052331,775.0274802,,,,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,900,,,,779.6975174,780.1978271,139,H,triangle,0.000450841,,,,,1,0,,,2,,,,,,,,,776.0237573,776.0237573,776.0237573,776.0237573,777.5134051,777.5134051,777.5134051,777.5134051,777.5301625,777.5301625,777.5301625,777.5301625,,,,,switch,letter,lettSwt,j,vtsPrac,778.1977372,0.664841054,779.6975174,,,,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,900,,,,784.0341016,,174,F,hexagon,0.000523009,,,,,0,0,,,2,,,,,,,,,780.6938122,780.6938122,780.6938122,780.6938122,782.1835225,782.1835225,782.1835225,782.1835225,782.2000975,782.2000975,782.2000975,782.2000975,,,,,repeat,letter,NA,k,vtsPrac,782.520219,0.315966416,,,,,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,900,,,,788.4710544,,160,U,hexagon,0.016793181,,,,,1,1,,,2,,,,,,,,,785.0307293,785.0307293,785.0307293,785.0307293,786.5034655,786.5034655,786.5034655,786.5034655,786.5369196,786.5369196,786.5369196,786.5369196,,,,,repeat,letter,lettRpt,k,vtsPrac,786.9571083,0.427434292,,,,,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,900,,,,792.9744959,793.474596,167,W,circle,0.016794796,,,,,1,0,,,2,,,,,,,,,789.4666675,789.4666675,789.4666675,789.4666675,790.9403704,790.9403704,790.9403704,790.9403704,790.9736831,790.9736831,790.9736831,790.9736831,,,,,switch,number,numSwt,f,vtsPrac,791.474678,0.513285139,792.9744959,,,,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,900,,,,797.6780815,,132,B,star,0.00045722,,,,,1,0,,,2,,,,,,,,,793.9701274,793.9701274,793.9701274,793.9701274,795.4586775,795.4586775,795.4586775,795.4586775,795.4750883,795.4750883,795.4750883,795.4750883,,,,,repeat,number,numRpt,d,vtsPrac,796.1779803,0.697597296,797.6780815,,,,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,900,,,,802.331558,802.8315936,125,Y,hexagon,0.000555261,,,,,1,0,,,2,,,,,,,,,798.6739423,798.6739423,798.6739423,798.6739423,800.1622629,800.1622629,800.1622629,800.1622629,800.17897,800.17897,800.17897,800.17897,,,,,repeat,number,numRpt,d,vtsPrac,800.8317413,0.651510765,802.331558,,,,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,900,,,,807.0684974,,174,D,triangle,0.000330007,,,,,1,0,,,2,,,,,,,,,803.3277513,803.3277513,803.3277513,803.3277513,804.8157252,804.8157252,804.8157252,804.8157252,804.8323806,804.8323806,804.8323806,804.8323806,,,,,switch,letter,lettSwt,j,vtsPrac,805.566824,0.723480678,,,,,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,900,,,,811.4885869,,139,U,hexagon,0.002025498,,,,,1,0,,,2,,,,,,,,,808.0643105,808.0643105,808.0643105,808.0643105,809.552562,809.552562,809.552562,809.552562,809.569189,809.569189,809.569189,809.569189,,,,,repeat,letter,lettRpt,k,vtsPrac,809.9867086,0.407857431,,,,,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,20,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,900,,,,816.0086112,,139,B,triangle,0.002182557,,,,,1,0,,,2,,,,,,,,,812.484366,812.484366,812.484366,812.484366,813.9727574,813.9727574,813.9727574,813.9727574,813.9893,813.9893,813.9893,813.9893,,,,,repeat,letter,lettRpt,j,vtsPrac,814.5069728,0.510281858,,,,,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,21,0,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,900,,,,820.526962,,174,H,circle,0.002004709,,,,,0,0,,,2,,,,,,,,,817.0041247,817.0041247,817.0041247,817.0041247,818.4929816,818.4929816,818.4929816,818.4929816,818.5094889,818.5094889,818.5094889,818.5094889,,,,,switch,number,NA,d,vtsPrac,819.0125052,0.491378321,,,,,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,22,0,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,900,,,,825.1301529,,146,U,circle,0.00195331,,,,,1,1,,,2,,,,,,,,,821.5076775,821.5076775,821.5076775,821.5076775,822.9960952,822.9960952,822.9960952,822.9960952,823.012946,823.012946,823.012946,823.012946,,,,,repeat,number,numRpt,d,vtsPrac,823.6168603,0.600446666,,,,,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,23,0,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,900,,,,830.5008798,,132,W,star,0.016627109,,,,,1,0,,,2,,,,,,,,,826.1266816,826.1266816,826.1266816,826.1266816,827.5996842,827.5996842,827.5996842,827.5996842,827.6330675,827.6330675,827.6330675,827.6330675,,,,,switch,letter,lettSwt,k,vtsPrac,829.0012672,1.374965401,830.5008798,,,,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,24,0,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,900,,,,835.4211568,,160,Y,hexagon,0.001860374,,,,,0,0,,,2,,,,,,,,,831.4979569,831.4979569,831.4979569,831.4979569,832.9869765,832.9869765,832.9869765,832.9869765,833.0037343,833.0037343,833.0037343,833.0037343,,,,,switch,number,NA,d,vtsPrac,833.9069752,0.892604043,,,,,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,25,0,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,900,,,,840.7082238,,146,B,triangle,0.001757381,,,,,0,1,,,2,,,,,,,,,836.4017446,836.4017446,836.4017446,836.4017446,837.8904564,837.8904564,837.8904564,837.8904564,837.9071216,837.9071216,837.9071216,837.9071216,,,,,repeat,number,NA,f,vtsPrac,839.2084922,1.299663233,840.7082238,,,,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,26,0,26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,900,,,,845.4118484,,174,H,triangle,0.002126203,,,,,1,1,,,2,,,,,,,,,841.7056308,841.7056308,841.7056308,841.7056308,843.1942544,843.1942544,843.1942544,843.1942544,843.2108366,843.2108366,843.2108366,843.2108366,,,,,switch,letter,lettSwt,j,vtsPrac,843.8978774,0.67486317,,,,,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,27,0,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,900,,,,850.0485922,850.5488317,181,D,star,0.002116026,,,,,1,0,,,2,,,,,,,,,846.3924026,846.3924026,846.3924026,846.3924026,847.8810131,847.8810131,847.8810131,847.8810131,847.8977679,847.8977679,847.8977679,847.8977679,,,,,repeat,letter,lettRpt,j,vtsPrac,848.5489337,0.646380119,850.0485922,,,,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,28,0,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,900,,,,854.702091,855.2020933,174,U,star,0.000751668,,,,,1,0,,,2,,,,,,,,,851.0448447,851.0448447,851.0448447,851.0448447,852.5344867,852.5344867,852.5344867,852.5344867,852.551515,852.551515,852.551515,852.551515,,,,,repeat,letter,lettRpt,k,vtsPrac,853.2024556,0.638640034,854.702091,,,,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,29,0,29,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,900,,,,859.0886358,859.5889215,132,H,hexagon,0.000386837,,,,,1,0,,,2,,,,,,,,,855.6983589,855.6983589,855.6983589,855.6983589,857.188096,857.188096,857.188096,857.188096,857.2047728,857.2047728,857.2047728,857.2047728,,,,,switch,number,numSwt,d,vtsPrac,857.5890563,0.372974002,859.0886358,,,,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,30,0,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,900,,,,863.7590293,864.2591657,160,Y,circle,0.000513973,,,,,1,0,,,2,,,,,,,,,860.0848197,860.0848197,860.0848197,860.0848197,861.5748897,861.5748897,861.5748897,861.5748897,861.5914536,861.5914536,861.5914536,861.5914536,,,,,repeat,number,numRpt,f,vtsPrac,862.259245,0.655061134,863.7590293,,,,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,31,0,31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,900,,,,868.3955684,868.90746,146,S,star,0.000414484,,,,,1,0,,,2,,,,,,,,,864.7550491,864.7550491,864.7550491,864.7550491,866.2449566,866.2449566,866.2449566,866.2449566,866.2614457,866.2614457,866.2614457,866.2614457,,,,,switch,letter,lettSwt,k,vtsPrac,866.8961026,0.620674598,868.3955684,,,,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,900,,,,891.5965823,,132,F,hexagon,0.00235908,,,,,1,0,,,3,,,,,,,,,888.0224321,888.0224321,888.0224321,888.0224321,889.5107041,889.5107041,889.5107041,889.5107041,889.5272454,889.5272454,889.5272454,889.5272454,,,,,switch,number,numSwt,d,vtsPrac,890.0952885,0.564617278,,,,,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
