LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,fix.started,training_feedback_txt.stopped,fix.stopped,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,acc,E1,target_resp_prac1.keys,target_resp_prac1.rt,pracBlock,prac_fback_text.started,prac_fback_text.stopped,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,star.started,hegagon.started,triangle.started,circle.started,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,alt,task,condition,target_resp.keys,target_resp.rt,rewCond,vts_fback.started,vts_fback.stopped,blockNum,norew_fback.started,norew_fback.stopped,key_resp_2.keys,key_resp_2.rt,rewExpectancy,feedbk_text.started,feedbk_text.stopped,top_target.stopped,tgt_fix.stopped,bot_target.stopped,target_resp.stopped,text_3.started,debrief.started,text_3.stopped,button.started,debrief.index,debrief.itemText,debrief.type,debrief.granularity,debrief.font,debrief.markerColor,debrief.response,debrief.rt,button.numClicks,button.timesOn,button.timesOff,participant,date,expName,psychopyVersion,frameRate,
0,0,1,0,1,0,0,0,hexagon,triangle,1,0,1,0,3,2,38,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1852.1869619269855,1852.1869619269855,1852.1869619269855,1852.1869619269855,1852.1869619269855,1852.1869619269855,1852.1869619269855,1852.1869619269855,1852.1869619269855,1852.1869619269855,a,1.424212273210287,1,618,1,1853.639972244855,1855.1546643027104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13675,2022-12-02_14h50.48.413,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01774342024522,
0,0,0,1,0,1,0,0,star ,circle,1,0,1,0,3,3,39,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1855.654979947023,1855.654979947023,1855.654979947023,1855.654979947023,1855.654979947023,1855.654979947023,1855.654979947023,1855.654979947023,1855.654979947023,1855.654979947023,l,1.8822402232326567,1,619,1,1857.558346756734,1859.0581555217505,1859.0581555217505,1859.5580066288821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13675,2022-12-02_14h50.48.413,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01774342024522,
0,0,0,1,1,0,0,0,star,triangle,1,0,1,0,3,4,40,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1859.5580066288821,1859.5580066288821,1859.5580066288821,1859.5580066288821,1859.5580066288821,1859.5580066288821,1859.5580066288821,1859.5580066288821,1859.5580066288821,1859.5580066288821,l,0.6451950604096055,10,629,1,1860.227709112689,1861.7275646990165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13675,2022-12-02_14h50.48.413,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01774342024522,
0,0,1,0,0,1,0,0,hexagon,circle,1,0,1,0,3,5,41,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1862.22781918291,1862.22781918291,1862.22781918291,1862.22781918291,1862.22781918291,1862.22781918291,1862.22781918291,1862.22781918291,1862.22781918291,1862.22781918291,l,1.0127664501778781,1,630,1,1863.2640662956983,1864.7788508101366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13675,2022-12-02_14h50.48.413,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01774342024522,
0,1,0,0,0,0,0,1,circle,star,1,0,1,0,3,6,42,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1865.278870366048,1865.278870366048,1865.278870366048,1865.278870366048,1865.278870366048,1865.278870366048,1865.278870366048,1865.278870366048,1865.278870366048,1865.278870366048,a,0.7629789882339537,1,631,1,1866.0630746497773,1867.564815768972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13675,2022-12-02_14h50.48.413,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01774342024522,
0,0,0,1,0,0,1,0,star,hexagon,1,0,1,0,3,7,43,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1868.0652677370235,1868.0652677370235,1868.0652677370235,1868.0652677370235,1868.0652677370235,1868.0652677370235,1868.0652677370235,1868.0652677370235,1868.0652677370235,1868.0652677370235,a,1.1042407592758536,10,641,1,1869.20171204675,1870.7159602809697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13675,2022-12-02_14h50.48.413,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01774342024522,
1,0,0,0,0,1,0,0,triangle,circle,1,0,1,0,3,8,44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1871.2161286030896,1871.2161286030896,1871.2161286030896,1871.2161286030896,1871.2161286030896,1871.2161286030896,1871.2161286030896,1871.2161286030896,1871.2161286030896,1871.2161286030896,a,0.6997475582174957,10,651,1,1871.9354809890501,1873.4356805197895,1873.4356805197895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13675,2022-12-02_14h50.48.413,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01774342024522,
1,0,0,0,0,0,0,1,triangle,star,1,0,1,0,3,9,45,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1873.9357597096823,1873.9357597096823,1873.9357597096823,1873.9357597096823,1873.9357597096823,1873.9357597096823,1873.9357597096823,1873.9357597096823,1873.9357597096823,1873.9357597096823,a,0.48815141757950187,10,661,1,1874.4530317177996,1875.9529263819568,1875.9529263819568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13675,2022-12-02_14h50.48.413,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01774342024522,
1,0,0,0,0,0,1,0,triangle,hexagon,1,0,1,0,3,10,46,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1876.4552155151032,1876.4552155151032,1876.4552155151032,1876.4552155151032,1876.4552155151032,1876.4552155151032,1876.4552155151032,1876.4552155151032,1876.4552155151032,1876.4552155151032,a,0.6245504291728139,10,671,1,1877.1062248558737,1878.6058666016906,1878.6058666016906,1879.106037845835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13675,2022-12-02_14h50.48.413,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01774342024522,
0,1,0,0,1,0,0,0,circle,triangle,1,0,1,0,3,11,47,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1879.106037845835,1879.106037845835,1879.106037845835,1879.106037845835,1879.106037845835,1879.106037845835,1879.106037845835,1879.106037845835,1879.106037845835,1879.106037845835,a,1.1339934915304184,1,672,1,1880.274931662716,1881.7754972181283,1881.7754972181283,1882.2816945938393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13675,2022-12-02_14h50.48.413,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01774342024522,
1,0,0,0,0,1,0,0,triangle,circle,2,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1884.8041916550137,1884.8041916550137,1884.8041916550137,1884.8041916550137,1884.8041916550137,1884.8041916550137,1884.8041916550137,1884.8041916550137,1884.8041916550137,1884.8041916550137,a,0.6571245081722736,10,682,2,1885.495471920818,1886.995719944127,1886.995719944127,1887.496179186739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13675,2022-12-02_14h50.48.413,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01774342024522,
0,0,1,0,0,0,0,1,hexagon,star,2,0,2,0,0,1,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1887.496179186739,1887.496179186739,1887.496179186739,1887.496179186739,1887.496179186739,1887.496179186739,1887.496179186739,1887.496179186739,1887.496179186739,1887.496179186739,l,1.3850499992258847,10,692,2,1888.9133874699473,1890.413627285976,1890.413627285976,1890.9137854059227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13675,2022-12-02_14h50.48.413,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01774342024522,
0,0,0,1,1,0,0,0,star,triangle,2,0,2,0,0,2,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1890.9137854059227,1890.9137854059227,1890.9137854059227,1890.9137854059227,1890.9137854059227,1890.9137854059227,1890.9137854059227,1890.9137854059227,1890.9137854059227,1890.9137854059227,l,0.6110811792314053,10,702,2,1891.5500563257374,1893.0499623250216,1893.0499623250216,1893.5500659220852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13675,2022-12-02_14h50.48.413,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01774342024522,
1,0,0,0,0,0,1,0,triangle,hexagon,2,0,2,0,0,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1893.5500659220852,1893.5500659220852,1893.5500659220852,1893.5500659220852,1893.5500659220852,1893.5500659220852,1893.5500659220852,1893.5500659220852,1893.5500659220852,1893.5500659220852,a,0.6638806783594191,10,712,2,1894.2342319120653,1895.7340889270417,1895.7340889270417,1896.2344974246807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13675,2022-12-02_14h50.48.413,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01774342024522,
0,1,0,0,0,0,1,0,circle,hexagon,2,0,2,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1896.2344974246807,1896.2344974246807,1896.2344974246807,1896.2344974246807,1896.2344974246807,1896.2344974246807,1896.2344974246807,1896.2344974246807,1896.2344974246807,1896.2344974246807,a,0.5327109843492508,10,722,2,1896.7870542467572,1898.2869717059657,1898.2869717059657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13675,2022-12-02_14h50.48.413,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01774342024522,
0,1,0,0,0,0,0,1,circle,star,2,0,2,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1898.7869952977635,1898.7869952977635,1898.7869952977635,1898.7869952977635,1898.7869952977635,1898.7869952977635,1898.7869952977635,1898.7869952977635,1898.7869952977635,1898.7869952977635,a,0.8155225091613829,1,723,2,1899.6232618130744,1901.1380140520632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13675,2022-12-02_14h50.48.413,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01774342024522,
0,0,1,0,1,0,0,0,hexagon,triangle,2,0,2,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1901.6233437517658,1901.6233437517658,1901.6233437517658,1901.6233437517658,1901.6233437517658,1901.6233437517658,1901.6233437517658,1901.6233437517658,1901.6233437517658,1901.6233437517658,l,0.9273149752989411,10,733,2,1902.5763435908593,1904.0908091589808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13675,2022-12-02_14h50.48.413,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01774342024522,
0,1,0,0,1,0,0,0,circle,triangle,2,0,2,0,0,7,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1904.5909715709276,1904.5909715709276,1904.5909715709276,1904.5909715709276,1904.5909715709276,1904.5909715709276,1904.5909715709276,1904.5909715709276,1904.5909715709276,1904.5909715709276,l,0.9516878444701433,10,743,2,1905.5751324230805,1907.0771357379854,1907.0771357379854,1907.5773448017426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13675,2022-12-02_14h50.48.413,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01774342024522,
0,0,1,0,0,1,0,0,hexagon,circle,2,0,2,0,0,8,8,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1907.5773448017426,1907.5773448017426,1907.5773448017426,1907.5773448017426,1907.5773448017426,1907.5773448017426,1907.5773448017426,1907.5773448017426,1907.5773448017426,1907.5773448017426,a,0.7779041640460491,1,744,2,1908.3805835228413,1909.8949482468888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13675,2022-12-02_14h50.48.413,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01774342024522,
0,0,0,1,0,1,0,0,star ,circle,2,0,2,0,0,9,9,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1910.3949564411305,1910.3949564411305,1910.3949564411305,1910.3949564411305,1910.3949564411305,1910.3949564411305,1910.3949564411305,1910.3949564411305,1910.3949564411305,1910.3949564411305,a,0.8517456953413785,1,745,2,1911.278728920035,1912.781142281834,1912.781142281834,1913.281062046066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13675,2022-12-02_14h50.48.413,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01774342024522,
1,0,0,0,0,0,0,1,triangle,star,2,0,2,0,0,10,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1913.281062046066,1913.281062046066,1913.281062046066,1913.281062046066,1913.281062046066,1913.281062046066,1913.281062046066,1913.281062046066,1913.281062046066,1913.281062046066,a,0.8465034342370927,10,755,2,1914.1509175659157,1915.6655992809683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13675,2022-12-02_14h50.48.413,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01774342024522,
0,0,0,1,0,0,1,0,star,hexagon,2,0,2,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1916.1655025207438,1916.1655025207438,1916.1655025207438,1916.1655025207438,1916.1655025207438,1916.1655025207438,1916.1655025207438,1916.1655025207438,1916.1655025207438,1916.1655025207438,a,0.9652111483737826,10,765,2,1917.1519431411289,1918.6514671570621,1918.6514671570621,1919.151691344101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13675,2022-12-02_14h50.48.413,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01774342024522,
0,0,1,0,0,0,0,1,hexagon,star,2,0,2,0,1,0,12,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1919.151691344101,1919.151691344101,1919.151691344101,1919.151691344101,1919.151691344101,1919.151691344101,1919.151691344101,1919.151691344101,1919.151691344101,1919.151691344101,l,1.2648733761161566,10,775,2,1920.4365741168149,1921.937614060007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13675,2022-12-02_14h50.48.413,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01774342024522,
1,0,0,0,0,1,0,0,triangle,circle,2,0,2,0,1,1,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1922.4381568250246,1922.4381568250246,1922.4381568250246,1922.4381568250246,1922.4381568250246,1922.4381568250246,1922.4381568250246,1922.4381568250246,1922.4381568250246,1922.4381568250246,l,1.1510259499773383,10,785,2,1923.6221177740954,1925.1223749946803,1925.1223749946803,1925.6224611168727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13675,2022-12-02_14h50.48.413,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01774342024522,
0,0,0,1,1,0,0,0,star,triangle,2,0,2,0,1,2,14,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1925.6224611168727,1925.6224611168727,1925.6224611168727,1925.6224611168727,1925.6224611168727,1925.6224611168727,1925.6224611168727,1925.6224611168727,1925.6224611168727,1925.6224611168727,l,0.610614747274667,10,795,2,1926.2570240790956,1927.758771384135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13675,2022-12-02_14h50.48.413,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01774342024522,
0,0,0,1,0,0,1,0,star,hexagon,2,0,2,0,1,3,15,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1928.258787502069,1928.258787502069,1928.258787502069,1928.258787502069,1928.258787502069,1928.258787502069,1928.258787502069,1928.258787502069,1928.258787502069,1928.258787502069,a,1.134838793426752,10,805,2,1929.4260271689855,1930.9266237379052,1930.9266237379052,1931.4283694978803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13675,2022-12-02_14h50.48.413,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01774342024522,
0,1,0,0,0,0,0,1,circle,star,2,0,2,0,1,4,16,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1931.4283694978803,1931.4283694978803,1931.4283694978803,1931.4283694978803,1931.4283694978803,1931.4283694978803,1931.4283694978803,1931.4283694978803,1931.4283694978803,1931.4283694978803,l,0.9916703142225742,10,815,2,1932.4466688428074,1933.945852349978,1933.945852349978,1934.4460756727494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13675,2022-12-02_14h50.48.413,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01774342024522,
0,0,0,1,0,1,0,0,star ,circle,2,0,2,0,1,5,17,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1934.4460756727494,1934.4460756727494,1934.4460756727494,1934.4460756727494,1934.4460756727494,1934.4460756727494,1934.4460756727494,1934.4460756727494,1934.4460756727494,1934.4460756727494,l,0.5622523310594261,1,816,2,1935.0439808168449,1936.5320462039672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13675,2022-12-02_14h50.48.413,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01774342024522,
0,0,1,0,1,0,0,0,hexagon,triangle,2,0,2,0,1,6,18,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1937.0321084600873,1937.0321084600873,1937.0321084600873,1937.0321084600873,1937.0321084600873,1937.0321084600873,1937.0321084600873,1937.0321084600873,1937.0321084600873,1937.0321084600873,l,1.6891255704686046,10,826,2,1938.7638491569087,1940.2668824489228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13675,2022-12-02_14h50.48.413,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01774342024522,
0,0,1,0,0,1,0,0,hexagon,circle,2,0,2,0,1,7,19,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1940.75016850885,1940.75016850885,1940.75016850885,1940.75016850885,1940.75016850885,1940.75016850885,1940.75016850885,1940.75016850885,1940.75016850885,1940.75016850885,l,0.7714577591978014,1,827,2,1941.5555268940516,1943.069582637865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13675,2022-12-02_14h50.48.413,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01774342024522,
0,1,0,0,1,0,0,0,circle,triangle,2,0,2,0,1,8,20,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1943.5531489891,1943.5531489891,1943.5531489891,1943.5531489891,1943.5531489891,1943.5531489891,1943.5531489891,1943.5531489891,1943.5531489891,1943.5531489891,l,0.8037396450527012,10,837,2,1944.3898947788402,1945.9039479210041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13675,2022-12-02_14h50.48.413,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01774342024522,
0,1,0,0,0,0,1,0,circle,hexagon,2,0,2,0,1,9,21,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1946.3925724066794,1946.3925724066794,1946.3925724066794,1946.3925724066794,1946.3925724066794,1946.3925724066794,1946.3925724066794,1946.3925724066794,1946.3925724066794,1946.3925724066794,a,0.7096649361774325,1,838,2,1947.1370523096994,1948.6400558967143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13675,2022-12-02_14h50.48.413,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01774342024522,
1,0,0,0,0,0,1,0,triangle,hexagon,2,0,2,0,1,10,22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1949.1403997801244,1949.1403997801244,1949.1403997801244,1949.1403997801244,1949.1403997801244,1949.1403997801244,1949.1403997801244,1949.1403997801244,1949.1403997801244,1949.1403997801244,a,0.8645915598608553,10,848,2,1950.0270192120224,1951.5262198881246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13675,2022-12-02_14h50.48.413,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01774342024522,
1,0,0,0,0,0,0,1,triangle,star,2,0,2,0,1,11,23,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952.026326710824,1952.026326710824,1952.026326710824,1952.026326710824,1952.026326710824,1952.026326710824,1952.026326710824,1952.026326710824,1952.026326710824,1952.026326710824,a,0.5210255603305995,10,858,2,1952.5779700307176,1954.0772659569047,1954.0772659569047,1954.5773844979703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13675,2022-12-02_14h50.48.413,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01774342024522,
0,0,1,0,1,0,0,0,hexagon,triangle,2,0,2,0,2,0,24,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1954.5773844979703,1954.5773844979703,1954.5773844979703,1954.5773844979703,1954.5773844979703,1954.5773844979703,1954.5773844979703,1954.5773844979703,1954.5773844979703,1954.5773844979703,l,0.6361189018934965,10,868,2,1955.245290598832,1956.74651458906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13675,2022-12-02_14h50.48.413,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01774342024522,
0,1,0,0,0,0,1,0,circle,hexagon,2,0,2,0,2,1,25,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1957.2469480959699,1957.2469480959699,1957.2469480959699,1957.2469480959699,1957.2469480959699,1957.2469480959699,1957.2469480959699,1957.2469480959699,1957.2469480959699,1957.2469480959699,l,0.8363745315000415,1,869,2,1958.1168282739818,1959.6309420620091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13675,2022-12-02_14h50.48.413,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01774342024522,
0,0,0,1,0,0,1,0,star,hexagon,2,0,2,0,2,2,26,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1960.131124409847,1960.131124409847,1960.131124409847,1960.131124409847,1960.131124409847,1960.131124409847,1960.131124409847,1960.131124409847,1960.131124409847,1960.131124409847,l,0.9787818072363734,1,870,2,1961.1326772677712,1962.6341133927926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13675,2022-12-02_14h50.48.413,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01774342024522,
0,0,1,0,0,0,0,1,hexagon,star,2,0,2,0,2,3,27,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1963.134366847109,1963.134366847109,1963.134366847109,1963.134366847109,1963.134366847109,1963.134366847109,1963.134366847109,1963.134366847109,1963.134366847109,1963.134366847109,l,0.9222609256394207,10,880,2,1964.0874534277245,1965.6017996519804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13675,2022-12-02_14h50.48.413,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01774342024522,
