LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,fix.started,training_feedback_txt.stopped,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,acc,E1,target_resp_prac1.keys,target_resp_prac1.rt,pracBlock,prac_fback_text.started,prac_fback_text.stopped,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,top_target_prac2.stopped,tgt_fix_prac2.stopped,bott_target_prac2.stopped,target_resp_prac2.stopped,fix.stopped,star.started,hegagon.started,triangle.started,circle.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,top_target.stopped,tgt_fix.stopped,bot_target.stopped,target_resp.stopped,alt,task,condition,target_resp.keys,rewCond,vts_fback.started,vts_fback.stopped,target_resp.rt,blockNum,norew_fback.started,norew_fback.stopped,key_resp_2.keys,key_resp_2.rt,rewExpectancy,feedbk_text.started,feedbk_text.stopped,text_3.started,debrief.started,text_3.stopped,button.started,participant,date,expName,psychopyVersion,frameRate,
0,1,0,0,0,0,1,0,circle,hexagon,2,0,2,0,1,8,20,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,705.7151155839965,705.7151155839965,705.7151155839965,705.7151155839965,705.7151155839965,705.7151155839965,705.7151155839965,705.7151155839965,705.7151155839965,705.7151155839965,l,0.7584766920190305,10,729,2,706.4995132120093,708.0007355599955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22349,2022-11-11_14h55.54.570,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92196243070936,
1,0,0,0,0,0,0,1,triangle,star,2,0,2,0,1,9,21,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,708.5012528369843,708.5012528369843,708.5012528369843,708.5012528369843,708.5012528369843,708.5012528369843,708.5012528369843,708.5012528369843,708.5012528369843,708.5012528369843,a,0.5361225460073911,10,739,2,709.0687306720065,710.5702698410023,710.5702698410023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22349,2022-11-11_14h55.54.570,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92196243070936,
0,0,0,1,1,0,0,0,star,triangle,2,0,2,0,1,10,22,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.0709170709888,711.0709170709888,711.0709170709888,711.0709170709888,711.0709170709888,711.0709170709888,711.0709170709888,711.0709170709888,711.0709170709888,711.0709170709888,l,0.5329276459815446,10,749,2,711.6214040250052,713.1229804070026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22349,2022-11-11_14h55.54.570,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92196243070936,
0,0,1,0,1,0,0,0,hexagon,triangle,2,0,2,0,1,11,23,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,713.6239558160014,713.6239558160014,713.6239558160014,713.6239558160014,713.6239558160014,713.6239558160014,713.6239558160014,713.6239558160014,713.6239558160014,713.6239558160014,a,0.3413930360111408,10,759,2,713.9907777629851,715.492921291996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22349,2022-11-11_14h55.54.570,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92196243070936,
0,0,0,1,1,0,0,0,star,triangle,2,0,2,0,2,0,24,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,715.9930654299969,715.9930654299969,715.9930654299969,715.9930654299969,715.9930654299969,715.9930654299969,715.9930654299969,715.9930654299969,715.9930654299969,715.9930654299969,l,0.257277682016138,10,769,2,716.2766541489982,717.7781589739898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22349,2022-11-11_14h55.54.570,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92196243070936,
1,0,0,0,0,0,0,1,triangle,star,2,0,2,0,2,1,25,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,718.2790205639903,718.2790205639903,718.2790205639903,718.2790205639903,718.2790205639903,718.2790205639903,718.2790205639903,718.2790205639903,718.2790205639903,718.2790205639903,a,0.4235227709868923,10,779,2,718.7293510480085,720.2310138090106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22349,2022-11-11_14h55.54.570,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92196243070936,
0,0,0,1,0,0,1,0,star,hexagon,2,0,2,0,2,2,26,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720.7316024400061,720.7316024400061,720.7316024400061,720.7316024400061,720.7316024400061,720.7316024400061,720.7316024400061,720.7316024400061,720.7316024400061,720.7316024400061,l,0.4129053349897731,10,789,2,721.1653877930075,722.6670278600068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22349,2022-11-11_14h55.54.570,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92196243070936,
0,0,0,1,0,1,0,0,star ,circle,2,0,2,0,2,3,27,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,723.1675387329888,723.1675387329888,723.1675387329888,723.1675387329888,723.1675387329888,723.1675387329888,723.1675387329888,723.1675387329888,723.1675387329888,723.1675387329888,a,0.541548328998033,10,799,2,723.734832237009,725.2364994729869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22349,2022-11-11_14h55.54.570,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92196243070936,
1,0,0,0,0,1,0,0,triangle,circle,2,0,2,0,2,4,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,725.7373385319952,725.7373385319952,725.7373385319952,725.7373385319952,725.7373385319952,725.7373385319952,725.7373385319952,725.7373385319952,725.7373385319952,725.7373385319952,l,1.8974498620082159,1,800,2,727.6559206079983,729.1575147839903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22349,2022-11-11_14h55.54.570,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92196243070936,
0,1,0,0,0,0,0,1,circle,star,2,0,2,0,2,5,29,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,729.6584531519911,729.6584531519911,729.6584531519911,729.6584531519911,729.6584531519911,729.6584531519911,729.6584531519911,729.6584531519911,729.6584531519911,729.6584531519911,a,0.3274723000067752,1,801,2,730.0085979919822,731.5100455670035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22349,2022-11-11_14h55.54.570,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92196243070936,
0,0,1,0,0,0,0,1,hexagon,star,2,0,2,0,2,6,30,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,732.0106571069919,732.0106571069919,732.0106571069919,732.0106571069919,732.0106571069919,732.0106571069919,732.0106571069919,732.0106571069919,732.0106571069919,732.0106571069919,l,0.5181584310194012,1,802,2,732.561430886999,734.0632192970079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22349,2022-11-11_14h55.54.570,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92196243070936,
0,1,0,0,0,0,1,0,circle,hexagon,2,0,2,0,2,7,31,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,734.5633579730056,734.5633579730056,734.5633579730056,734.5633579730056,734.5633579730056,734.5633579730056,734.5633579730056,734.5633579730056,734.5633579730056,734.5633579730056,a,0.5189127610065043,10,812,2,735.1136420039984,736.6156069469871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22349,2022-11-11_14h55.54.570,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92196243070936,
0,0,1,0,0,1,0,0,hexagon,circle,2,0,2,0,2,8,32,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,737.1162497769983,737.1162497769983,737.1162497769983,737.1162497769983,737.1162497769983,737.1162497769983,737.1162497769983,737.1162497769983,737.1162497769983,737.1162497769983,l,0.981430071988143,1,813,2,738.1173644759983,739.6190555770008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22349,2022-11-11_14h55.54.570,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92196243070936,
0,1,0,0,1,0,0,0,circle,triangle,2,0,2,0,2,9,33,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740.1194204080093,740.1194204080093,740.1194204080093,740.1194204080093,740.1194204080093,740.1194204080093,740.1194204080093,740.1194204080093,740.1194204080093,740.1194204080093,a,3.716208973986795,1,814,2,743.856979573,745.3585837009887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22349,2022-11-11_14h55.54.570,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92196243070936,
1,0,0,0,0,0,1,0,triangle,hexagon,2,0,2,0,2,10,34,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,745.8594788860064,745.8594788860064,745.8594788860064,745.8594788860064,745.8594788860064,745.8594788860064,745.8594788860064,745.8594788860064,745.8594788860064,745.8594788860064,a,0.7209848850034177,10,824,2,746.6099772680027,748.111752458004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22349,2022-11-11_14h55.54.570,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92196243070936,
0,0,1,0,1,0,0,0,hexagon,triangle,2,0,2,0,2,11,35,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,748.6122194159834,748.6122194159834,748.6122194159834,748.6122194159834,748.6122194159834,748.6122194159834,748.6122194159834,748.6122194159834,748.6122194159834,748.6122194159834,l,0.5102271400101017,1,825,2,749.1462117059855,750.6478490149893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22349,2022-11-11_14h55.54.570,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92196243070936,
0,0,0,1,0,0,1,0,star,hexagon,2,0,2,0,3,0,36,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,751.1485809060105,751.1485809060105,751.1485809060105,751.1485809060105,751.1485809060105,751.1485809060105,751.1485809060105,751.1485809060105,751.1485809060105,751.1485809060105,l,0.641040481015807,10,835,2,751.8158512689988,753.3175715009857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22349,2022-11-11_14h55.54.570,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92196243070936,
0,1,0,0,0,0,1,0,circle,hexagon,2,0,2,0,3,1,37,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,753.8180297219951,753.8180297219951,753.8180297219951,753.8180297219951,753.8180297219951,753.8180297219951,753.8180297219951,753.8180297219951,753.8180297219951,753.8180297219951,l,0.9749410070071463,1,836,2,754.8190928190015,756.3206287070061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22349,2022-11-11_14h55.54.570,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92196243070936,
0,0,1,0,0,1,0,0,hexagon,circle,2,0,2,0,3,2,38,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,756.821681270987,756.821681270987,756.821681270987,756.821681270987,756.821681270987,756.821681270987,756.821681270987,756.821681270987,756.821681270987,756.821681270987,l,0.9185687380086165,1,837,2,757.7723916569958,759.2744872650073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22349,2022-11-11_14h55.54.570,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92196243070936,
1,0,0,0,0,0,1,0,triangle,hexagon,2,0,2,0,3,3,39,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,759.7747158489947,759.7747158489947,759.7747158489947,759.7747158489947,759.7747158489947,759.7747158489947,759.7747158489947,759.7747158489947,759.7747158489947,759.7747158489947,a,0.3854143120115623,10,847,2,760.1917525079916,761.693287786009,761.693287786009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22349,2022-11-11_14h55.54.570,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92196243070936,
1,0,0,0,0,1,0,0,triangle,circle,2,0,2,0,3,4,40,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,762.194019121991,762.194019121991,762.194019121991,762.194019121991,762.194019121991,762.194019121991,762.194019121991,762.194019121991,762.194019121991,762.194019121991,a,0.7776420229929499,10,857,2,762.9946445039823,764.496451701998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22349,2022-11-11_14h55.54.570,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92196243070936,
0,1,0,0,0,0,0,1,circle,star,2,0,2,0,3,5,41,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,764.9968215019908,764.9968215019908,764.9968215019908,764.9968215019908,764.9968215019908,764.9968215019908,764.9968215019908,764.9968215019908,764.9968215019908,764.9968215019908,a,0.5407248069823254,1,858,2,765.5643673559825,767.0657774279825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22349,2022-11-11_14h55.54.570,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92196243070936,
0,0,0,1,1,0,0,0,star,triangle,2,0,2,0,3,6,42,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,767.5667946699832,767.5667946699832,767.5667946699832,767.5667946699832,767.5667946699832,767.5667946699832,767.5667946699832,767.5667946699832,767.5667946699832,767.5667946699832,l,0.5691033830225933,10,868,2,768.1672746019904,769.6687883379927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22349,2022-11-11_14h55.54.570,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92196243070936,
0,1,0,0,1,0,0,0,circle,triangle,2,0,2,0,3,7,43,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,770.169255965011,770.169255965011,770.169255965011,770.169255965011,770.169255965011,770.169255965011,770.169255965011,770.169255965011,770.169255965011,770.169255965011,l,0.5872836449998431,10,878,2,770.7865046160005,772.288372081006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22349,2022-11-11_14h55.54.570,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92196243070936,
0,0,1,0,1,0,0,0,hexagon,triangle,2,0,2,0,3,8,44,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,772.7890081850055,772.7890081850055,772.7890081850055,772.7890081850055,772.7890081850055,772.7890081850055,772.7890081850055,772.7890081850055,772.7890081850055,772.7890081850055,l,0.4892244540096726,10,888,2,773.3063818819937,774.8077539129881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22349,2022-11-11_14h55.54.570,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92196243070936,
0,0,1,0,0,0,0,1,hexagon,star,2,0,2,0,3,9,45,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,775.3085775559884,775.3085775559884,775.3085775559884,775.3085775559884,775.3085775559884,775.3085775559884,775.3085775559884,775.3085775559884,775.3085775559884,775.3085775559884,a,0.557267338008387,10,898,2,775.8926259950094,777.3944301700103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22349,2022-11-11_14h55.54.570,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92196243070936,
0,0,0,1,0,1,0,0,star ,circle,2,0,2,0,3,10,46,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,777.8948046499863,777.8948046499863,777.8948046499863,777.8948046499863,777.8948046499863,777.8948046499863,777.8948046499863,777.8948046499863,777.8948046499863,777.8948046499863,l,0.5132863059989177,1,899,2,778.4284645940061,779.9302353230014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22349,2022-11-11_14h55.54.570,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92196243070936,
1,0,0,0,0,0,0,1,triangle,star,2,0,2,0,3,11,47,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,780.4306713879923,780.4306713879923,780.4306713879923,780.4306713879923,780.4306713879923,780.4306713879923,780.4306713879923,780.4306713879923,780.4306713879923,780.4306713879923,a,0.5084229670173954,10,909,2,780.9648238639929,782.4662177159917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22349,2022-11-11_14h55.54.570,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92196243070936,
,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,847.3379553959821,,181,U,hexagon,0.0022749039926566184,841.7965940430004,843.3003286370076,843.3003286370076,843.3003286370076,1,0,f,2.5080975890159607,0,845.8375026769936,847.3379553959821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22349,2022-11-11_14h55.54.570,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92196243070936,
,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,852.1764645059884,,139,D,circle,0.0010049219999928027,848.3173041609989,849.8239454200084,849.8239454200084,849.8239454200084,1,0,d,0.8227609689929523,0,850.6747653819912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22349,2022-11-11_14h55.54.570,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92196243070936,
,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,857.7994546449918,,167,W,triangle,0.001029415027005598,853.1600932549918,854.6626107089978,854.6626107089978,854.6626107089978,1,0,f,1.608188590995269,0,856.2978959860047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22349,2022-11-11_14h55.54.570,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92196243070936,
,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,862.6884854600066,,146,S,star,0.0019202689873054624,858.7810242009873,860.2854773729923,860.2854773729923,860.2854773729923,1,0,d,0.8792800619849004,0,861.1864388189861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22349,2022-11-11_14h55.54.570,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92196243070936,
,,,,,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,867.5603662540088,,125,B,hexagon,0.0016863569908309728,863.6688269200095,865.1744811329991,865.1744811329991,865.1744811329991,1,0,d,0.8616704460000619,0,866.0587217439897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22349,2022-11-11_14h55.54.570,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92196243070936,
,,,,,,,,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,872.1985176820017,,174,F,triangle,0.0024709629942663014,868.5398595249862,870.0462743869866,870.0462743869866,870.0462743869866,1,0,f,0.6260972940071952,0,870.6967103180068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22349,2022-11-11_14h55.54.570,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92196243070936,
,,,,,,,,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,876.8537901579984,,160,H,star,0.0015151429979596287,873.1774262420076,874.6846923099947,874.6846923099947,874.6846923099947,0,0,d,0.6437745929870289,0,875.3523981269973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22349,2022-11-11_14h55.54.570,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92196243070936,
,,,,,,,,,,,,,,,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,881.6591857610038,,132,Y,circle,0.0008925049914978445,877.8339783209958,879.3399716659915,879.3399716659915,879.3399716659915,1,1,d,0.7927389889955521,0,880.1576687849883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22349,2022-11-11_14h55.54.570,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92196243070936,
,,,,,,,,,,,,,,,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,886.3142180609866,,181,U,hexagon,0.001607121987035498,882.6388604899985,884.1454155519896,884.1454155519896,884.1454155519896,1,0,f,0.6348840190039482,0,884.8126586659928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22349,2022-11-11_14h55.54.570,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92196243070936,
,,,,,,,,,,,,,,,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,890.9693745379918,,139,D,circle,0.0016563629906158894,887.2938341629924,888.8001055190107,888.8001055190107,888.8001055190107,1,0,d,0.6492832800140604,0,889.4676244090078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22349,2022-11-11_14h55.54.570,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92196243070936,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,921.1521637699916,,139,Y,triangle,0.002282264002133161,,,,,1,0,,,1,919.6507864430023,,916.2431282780017,917.7488514609868,917.7488514609868,917.7488514609868,k,1.8736541600083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22349,2022-11-11_14h55.54.570,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92196243070936,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,927.2091108479945,,167,H,hexagon,0.0009590179834049195,,,,,1,0,,,1,925.7074476279959,,922.1319134509831,923.6385149319831,923.6385149319831,923.6385149319831,j,2.0366770710097626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22349,2022-11-11_14h55.54.570,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92196243070936,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,932.7651118520007,,132,F,circle,0.0015567929949611425,,,,,1,0,,,1,931.2638906979992,,928.1884734919877,929.6952469570097,929.6952469570097,929.6952469570097,j,1.5481415189860854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22349,2022-11-11_14h55.54.570,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92196243070936,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,939.7564968520019,,181,S,star,0.0014510790060739964,,,,,0,0,,,1,938.2548902269918,939.7564968520019,933.7442052660044,935.2513182949915,935.2513182949915,935.2513182949915,None,,938.2548902269918,938.2548902269918,938.2548902269918,938.2548902269918,940.2570967549982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22349,2022-11-11_14h55.54.570,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92196243070936,
