LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,training_feedback_txt.stopped,fix.started,fix.stopped,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,acc,E1,target_resp_prac1.keys,target_resp_prac1.rt,pracBlock,prac_fback_text.started,prac_fback_text.stopped,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,star.started,hegagon.started,triangle.started,circle.started,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,alt,task,condition,target_resp.keys,target_resp.rt,rewCond,vts_fback.started,vts_fback.stopped,blockNum,norew_fback.started,norew_fback.stopped,key_resp_2.keys,key_resp_2.rt,rewExpectancy,feedbk_text.started,feedbk_text.stopped,top_target.stopped,tgt_fix.stopped,bot_target.stopped,target_resp.stopped,text_3.started,debrief.started,text_3.stopped,button.started,debrief.index,debrief.itemText,debrief.type,debrief.granularity,debrief.font,debrief.markerColor,debrief.response,debrief.rt,button.numClicks,button.timesOn,button.timesOff,participant,date,expName,psychopyVersion,frameRate,
1,0,0,0,0,1,0,0,triangle,circle,2,0,2,0,1,5,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407.91259636500035,407.91259636500035,407.91259636500035,407.91259636500035,407.91259636500035,407.91259636500035,407.91259636500035,407.91259636500035,407.91259636500035,407.91259636500035,a,1.3098962660005782,10,735,2,409.2475217729807,,410.7490961589792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98110,2022-11-21_14h08.02.994,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90733772441504,
0,1,0,0,1,0,0,0,circle,triangle,2,0,2,0,1,6,18,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411.24968702098704,411.24968702098704,411.24968702098704,411.24968702098704,411.24968702098704,411.24968702098704,411.24968702098704,411.24968702098704,411.24968702098704,411.24968702098704,a,1.2128172190277837,1,736,2,412.4843767579878,,413.9859767239832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98110,2022-11-21_14h08.02.994,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90733772441504,
0,0,0,1,1,0,0,0,star,triangle,2,0,2,0,1,7,19,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414.4863446749805,414.4863446749805,414.4863446749805,414.4863446749805,414.4863446749805,414.4863446749805,414.4863446749805,414.4863446749805,414.4863446749805,414.4863446749805,a,1.0923432840208989,1,737,2,415.60420956800226,,417.10609092298546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98110,2022-11-21_14h08.02.994,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90733772441504,
0,0,0,1,0,1,0,0,star ,circle,2,0,2,0,1,8,20,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417.60644144998514,417.60644144998514,417.60644144998514,417.60644144998514,417.60644144998514,417.60644144998514,417.60644144998514,417.60644144998514,417.60644144998514,417.60644144998514,l,1.0353723390144296,10,747,2,418.67429105300107,,420.1760027339915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98110,2022-11-21_14h08.02.994,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90733772441504,
1,0,0,0,0,0,0,1,triangle,star,2,0,2,0,1,9,21,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420.676704700978,420.676704700978,420.676704700978,420.676704700978,420.676704700978,420.676704700978,420.676704700978,420.676704700978,420.676704700978,420.676704700978,l,1.2478076750121545,10,757,2,421.9448066210025,,423.4463036789966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98110,2022-11-21_14h08.02.994,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90733772441504,
0,1,0,0,0,0,0,1,circle,star,2,0,2,0,1,10,22,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,423.94707566598663,423.94707566598663,423.94707566598663,423.94707566598663,423.94707566598663,423.94707566598663,423.94707566598663,423.94707566598663,423.94707566598663,423.94707566598663,l,1.0036555360129569,1,758,2,424.98146049299976,,426.4830795149901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98110,2022-11-21_14h08.02.994,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90733772441504,
0,0,0,1,0,0,1,0,star,hexagon,2,0,2,0,1,11,23,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,426.98362357498263,426.98362357498263,426.98362357498263,426.98362357498263,426.98362357498263,426.98362357498263,426.98362357498263,426.98362357498263,426.98362357498263,426.98362357498263,l,0.9375827170151751,10,768,2,427.9514634049847,,429.4530318629986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98110,2022-11-21_14h08.02.994,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90733772441504,
1,0,0,0,0,0,1,0,triangle,hexagon,2,0,2,0,2,0,24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429.9535837849835,429.9535837849835,429.9535837849835,429.9535837849835,429.9535837849835,429.9535837849835,429.9535837849835,429.9535837849835,429.9535837849835,429.9535837849835,l,0.9267731770232785,10,778,2,430.90457309398334,432.40624857798684,432.40624857798684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98110,2022-11-21_14h08.02.994,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90733772441504,
0,0,1,0,0,0,0,1,hexagon,star,2,0,2,0,2,1,25,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,432.9070112409827,432.9070112409827,432.9070112409827,432.9070112409827,432.9070112409827,432.9070112409827,432.9070112409827,432.9070112409827,432.9070112409827,432.9070112409827,a,0.909108574007405,10,788,2,433.8412674299907,,435.3428618439939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98110,2022-11-21_14h08.02.994,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90733772441504,
1,0,0,0,0,1,0,0,triangle,circle,2,0,2,0,2,2,26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435.8433700129972,435.8433700129972,435.8433700129972,435.8433700129972,435.8433700129972,435.8433700129972,435.8433700129972,435.8433700129972,435.8433700129972,435.8433700129972,a,0.8996772039972711,10,798,2,436.7611781009764,438.2625938129786,438.2625938129786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98110,2022-11-21_14h08.02.994,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90733772441504,
1,0,0,0,0,0,0,1,triangle,star,2,0,2,0,2,3,27,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,438.7634565899789,438.7634565899789,438.7634565899789,438.7634565899789,438.7634565899789,438.7634565899789,438.7634565899789,438.7634565899789,438.7634565899789,438.7634565899789,l,1.152334750018781,1,799,2,439.9479705989943,,441.44966488998034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98110,2022-11-21_14h08.02.994,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90733772441504,
0,0,0,1,0,1,0,0,star ,circle,2,0,2,0,2,4,28,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441.95007143498515,441.95007143498515,441.95007143498515,441.95007143498515,441.95007143498515,441.95007143498515,441.95007143498515,441.95007143498515,441.95007143498515,441.95007143498515,l,1.1159168450103607,1,800,2,443.08487662798143,,444.5862938950013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98110,2022-11-21_14h08.02.994,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90733772441504,
0,0,1,0,1,0,0,0,hexagon,triangle,2,0,2,0,2,5,29,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,445.08680586799164,445.08680586799164,445.08680586799164,445.08680586799164,445.08680586799164,445.08680586799164,445.08680586799164,445.08680586799164,445.08680586799164,445.08680586799164,a,1.2631314110185485,10,810,2,446.37161963098333,,447.8731709639833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98110,2022-11-21_14h08.02.994,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90733772441504,
0,1,0,0,1,0,0,0,circle,triangle,2,0,2,0,2,6,30,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448.3737652699929,448.3737652699929,448.3737652699929,448.3737652699929,448.3737652699929,448.3737652699929,448.3737652699929,448.3737652699929,448.3737652699929,448.3737652699929,l,1.554214824020164,1,811,2,449.9590325009776,,451.4605730159965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98110,2022-11-21_14h08.02.994,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90733772441504,
0,0,0,1,1,0,0,0,star,triangle,2,0,2,0,2,7,31,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,451.96104582899716,451.96104582899716,451.96104582899716,451.96104582899716,451.96104582899716,451.96104582899716,451.96104582899716,451.96104582899716,451.96104582899716,451.96104582899716,a,0.7921841210045386,10,821,2,452.7788157989853,,454.28036258998327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98110,2022-11-21_14h08.02.994,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90733772441504,
0,0,0,1,0,0,1,0,star,hexagon,2,0,2,0,2,8,32,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454.7808962609852,454.7808962609852,454.7808962609852,454.7808962609852,454.7808962609852,454.7808962609852,454.7808962609852,454.7808962609852,454.7808962609852,454.7808962609852,l,0.5354985820013098,10,831,2,455.34842401900096,,456.85004609898897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98110,2022-11-21_14h08.02.994,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90733772441504,
0,0,1,0,0,1,0,0,hexagon,circle,2,0,2,0,2,9,33,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457.35044556399225,457.35044556399225,457.35044556399225,457.35044556399225,457.35044556399225,457.35044556399225,457.35044556399225,457.35044556399225,457.35044556399225,457.35044556399225,a,0.7243876050051767,10,841,2,458.10117739098496,,459.60306095299893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98110,2022-11-21_14h08.02.994,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90733772441504,
0,1,0,0,0,0,0,1,circle,star,2,0,2,0,2,10,34,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460.1034489989979,460.1034489989979,460.1034489989979,460.1034489989979,460.1034489989979,460.1034489989979,460.1034489989979,460.1034489989979,460.1034489989979,460.1034489989979,l,1.2002078460063785,10,851,2,461.32138256399776,,462.82313272097963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98110,2022-11-21_14h08.02.994,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90733772441504,
0,1,0,0,0,0,1,0,circle,hexagon,2,0,2,0,2,11,35,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,463.3236341159791,463.3236341159791,463.3236341159791,463.3236341159791,463.3236341159791,463.3236341159791,463.3236341159791,463.3236341159791,463.3236341159791,463.3236341159791,a,1.4892350420122966,1,852,2,464.8423632789927,,466.343668468995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98110,2022-11-21_14h08.02.994,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90733772441504,
0,0,0,1,1,0,0,0,star,triangle,2,0,2,0,3,0,36,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,466.8442584229924,466.8442584229924,466.8442584229924,466.8442584229924,466.8442584229924,466.8442584229924,466.8442584229924,466.8442584229924,466.8442584229924,466.8442584229924,l,0.9727254130120855,1,853,2,467.84528743999545,,469.34693023297586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98110,2022-11-21_14h08.02.994,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90733772441504,
0,1,0,0,0,0,0,1,circle,star,2,0,2,0,3,1,37,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469.84751383800176,469.84751383800176,469.84751383800176,469.84751383800176,469.84751383800176,469.84751383800176,469.84751383800176,469.84751383800176,469.84751383800176,469.84751383800176,a,1.17560279101599,10,863,2,471.0491153749754,,472.5504161279823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98110,2022-11-21_14h08.02.994,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90733772441504,
1,0,0,0,0,0,0,1,triangle,star,2,0,2,0,3,2,38,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,473.051156934991,473.051156934991,473.051156934991,473.051156934991,473.051156934991,473.051156934991,473.051156934991,473.051156934991,473.051156934991,473.051156934991,a,1.1557257400127128,1,864,2,474.2361221879837,,475.73748680000426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98110,2022-11-21_14h08.02.994,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90733772441504,
0,0,0,1,0,1,0,0,star ,circle,2,0,2,0,3,3,39,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,476.23794155498035,476.23794155498035,476.23794155498035,476.23794155498035,476.23794155498035,476.23794155498035,476.23794155498035,476.23794155498035,476.23794155498035,476.23794155498035,l,0.7250482740346342,10,874,2,476.989180760982,,478.49056587400264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98110,2022-11-21_14h08.02.994,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90733772441504,
0,0,1,0,0,1,0,0,hexagon,circle,2,0,2,0,3,4,40,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,478.9910287379753,478.9910287379753,478.9910287379753,478.9910287379753,478.9910287379753,478.9910287379753,478.9910287379753,478.9910287379753,478.9910287379753,478.9910287379753,l,0.7853297649999149,1,875,2,479.8084863679833,,481.31016352400184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98110,2022-11-21_14h08.02.994,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90733772441504,
1,0,0,0,0,0,1,0,triangle,hexagon,2,0,2,0,3,5,41,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481.8107019359886,481.8107019359886,481.8107019359886,481.8107019359886,481.8107019359886,481.8107019359886,481.8107019359886,481.8107019359886,481.8107019359886,481.8107019359886,l,1.1040418260090519,1,876,2,482.94529962798697,,484.44687342399266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98110,2022-11-21_14h08.02.994,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90733772441504,
0,0,0,1,0,0,1,0,star,hexagon,2,0,2,0,3,6,42,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,484.9477263459994,484.9477263459994,484.9477263459994,484.9477263459994,484.9477263459994,484.9477263459994,484.9477263459994,484.9477263459994,484.9477263459994,484.9477263459994,a,0.791559571021935,1,877,2,485.765261499997,,487.26686755000264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98110,2022-11-21_14h08.02.994,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90733772441504,
0,0,1,0,1,0,0,0,hexagon,triangle,2,0,2,0,3,7,43,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487.76725105399964,487.76725105399964,487.76725105399964,487.76725105399964,487.76725105399964,487.76725105399964,487.76725105399964,487.76725105399964,487.76725105399964,487.76725105399964,a,0.6044280470232479,10,887,2,488.4015203710005,,489.90323850399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98110,2022-11-21_14h08.02.994,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90733772441504,
0,1,0,0,1,0,0,0,circle,triangle,2,0,2,0,3,8,44,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490.4035890609957,490.4035890609957,490.4035890609957,490.4035890609957,490.4035890609957,490.4035890609957,490.4035890609957,490.4035890609957,490.4035890609957,490.4035890609957,l,0.8598552630282938,10,897,2,491.2879855099891,,492.7895662599767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98110,2022-11-21_14h08.02.994,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90733772441504,
0,0,1,0,0,0,0,1,hexagon,star,2,0,2,0,3,9,45,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,493.28996944997925,493.28996944997925,493.28996944997925,493.28996944997925,493.28996944997925,493.28996944997925,493.28996944997925,493.28996944997925,493.28996944997925,493.28996944997925,a,0.6852889379952103,1,898,2,494.00761455099564,,495.5091333879973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98110,2022-11-21_14h08.02.994,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90733772441504,
0,1,0,0,0,0,1,0,circle,hexagon,2,0,2,0,3,10,46,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,496.00982138799736,496.00982138799736,496.00982138799736,496.00982138799736,496.00982138799736,496.00982138799736,496.00982138799736,496.00982138799736,496.00982138799736,496.00982138799736,a,0.6533819950127508,1,899,2,496.6938944599824,,498.1955357529805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98110,2022-11-21_14h08.02.994,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90733772441504,
1,0,0,0,0,1,0,0,triangle,circle,2,0,2,0,3,11,47,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,498.6960281159845,498.6960281159845,498.6960281159845,498.6960281159845,498.6960281159845,498.6960281159845,498.6960281159845,498.6960281159845,498.6960281159845,498.6960281159845,l,0.836512476002099,1,900,2,499.5635980379884,,501.06528713498847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98110,2022-11-21_14h08.02.994,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90733772441504,
,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,545.9481144209858,,B,132,circle,0.0021591520053334534,540.5756985259941,542.0605559279793,542.0605559279793,542.0605559279793,1,0,d,2.352920044999337,0,544.4466447839804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98110,2022-11-21_14h08.02.994,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90733772441504,
,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,551.0873206910037,,H,167,triangle,0.017184788011945784,546.9330513339955,548.4175349059806,548.4175349059806,548.4175349059806,1,0,d,1.1485755990142934,0,549.5855087439995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98110,2022-11-21_14h08.02.994,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90733772441504,
,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,555.7423955739941,,W,139,hexagon,0.0014122999855317175,552.0718241839786,553.5733865529764,553.5733865529764,553.5733865529764,1,0,f,0.6508194310299587,0,554.2406563289987,555.7423955739941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98110,2022-11-21_14h08.02.994,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90733772441504,
,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,560.4307657759928,,Y,174,star,0.0006956389988772571,556.7267194759916,558.2282899749989,558.2282899749989,558.2282899749989,1,0,f,0.6744563550164457,0,558.9290958239872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98110,2022-11-21_14h08.02.994,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90733772441504,
,,,,,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,565.0360835639876,,D,160,star,0.0011730080004781485,561.4152288399928,562.9170176439802,562.9170176439802,562.9170176439802,1,0,d,0.6002018910076004,0,563.5341987029824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98110,2022-11-21_14h08.02.994,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90733772441504,
,,,,,,,,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569.640973378002,,U,146,circle,0.001006441016215831,566.0203120459919,567.5222263189789,567.5222263189789,567.5222263189789,1,0,f,0.5849247140286025,0,568.1392923480016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98110,2022-11-21_14h08.02.994,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90733772441504,
,,,,,,,,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,574.2293702129973,,S,181,hexagon,0.0014311989943962544,570.6255851049791,572.1272682239942,572.1272682239942,572.1272682239942,1,0,f,0.569494104012847,0,572.7276904140017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98110,2022-11-21_14h08.02.994,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90733772441504,
,,,,,,,,,,,,,,,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,578.8678375890013,,F,125,triangle,0.001381432026391849,575.2141737649799,576.71549679499,576.71549679499,576.71549679499,1,0,d,0.6277745660045184,0,577.3663146189938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98110,2022-11-21_14h08.02.994,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90733772441504,
,,,,,,,,,,,,,,,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,583.7397746539791,,B,132,circle,0.0014262449985835701,579.8523744760023,581.3538510579965,581.3538510579965,581.3538510579965,1,0,d,0.8615202050132211,0,582.2381121699873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98110,2022-11-21_14h08.02.994,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90733772441504,
,,,,,,,,,,,,,,,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,588.4784718259762,,H,167,star,0.0014154359814710915,584.724443440995,586.2260769879795,586.2260769879795,586.2260769879795,1,0,d,0.7257379490183666,0,586.9768450029951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98110,2022-11-21_14h08.02.994,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90733772441504,
