LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,fix.started,training_feedback_txt.stopped,fix.stopped,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,acc,E1,target_resp_prac1.keys,target_resp_prac1.rt,pracBlock,prac_fback_text.started,prac_fback_text.stopped,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,top_target_prac2.stopped,bott_target_prac2.stopped,target_resp_prac2.stopped,star.started,hegagon.started,triangle.started,circle.started,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,alt,task,condition,target_resp.keys,target_resp.rt,rewCond,vts_fback.started,vts_fback.stopped,blockNum,norew_fback.started,top_target.stopped,tgt_fix.stopped,bot_target.stopped,target_resp.stopped,norew_fback.stopped,key_resp_2.keys,key_resp_2.rt,rewExpectancy,feedbk_text.started,feedbk_text.stopped,text_3.started,debrief.started,text_3.stopped,button.started,debrief.index,debrief.itemText,debrief.type,debrief.granularity,debrief.font,debrief.markerColor,debrief.response,debrief.rt,button.numClicks,button.timesOn,button.timesOff,participant,date,expName,psychopyVersion,frameRate,
0,1,0,0,0,0,0,1,circle,star,2,0,2,0,2,2,26,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700.7678968019318,700.7678968019318,700.7678968019318,700.7678968019318,700.7678968019318,700.7678968019318,700.7678968019318,700.7678968019318,700.7678968019318,700.7678968019318,a,0.41498689190484583,1,735,2,701.2033757378813,702.7182817249559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59446,2022-11-16_14h33.19.232,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94312095600669,
0,0,1,0,0,1,0,0,hexagon,circle,2,0,2,0,2,3,27,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,703.2183184048627,703.2183184048627,703.2183184048627,703.2183184048627,703.2183184048627,703.2183184048627,703.2183184048627,703.2183184048627,703.2183184048627,703.2183184048627,l,0.14782487088814378,10,745,2,703.387433283031,704.8877537508961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59446,2022-11-16_14h33.19.232,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94312095600669,
0,0,0,1,0,0,1,0,star,hexagon,2,0,2,0,2,4,28,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,705.3881372269243,705.3881372269243,705.3881372269243,705.3881372269243,705.3881372269243,705.3881372269243,705.3881372269243,705.3881372269243,705.3881372269243,705.3881372269243,l,0.39654586906544864,1,746,2,705.8070992699359,707.3218971809838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59446,2022-11-16_14h33.19.232,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94312095600669,
0,1,0,0,0,0,1,0,circle,hexagon,2,0,2,0,2,5,29,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,707.822070467053,707.822070467053,707.822070467053,707.822070467053,707.822070467053,707.822070467053,707.822070467053,707.822070467053,707.822070467053,707.822070467053,a,0.763378094881773,1,747,2,708.6061290039215,710.1080408820417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59446,2022-11-16_14h33.19.232,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94312095600669,
1,0,0,0,0,1,0,0,triangle,circle,2,0,2,0,2,6,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,710.6082399580628,710.6082399580628,710.6082399580628,710.6082399580628,710.6082399580628,710.6082399580628,710.6082399580628,710.6082399580628,710.6082399580628,710.6082399580628,a,0.4527603609021753,10,757,2,711.0923654299695,712.5922961439937,712.5922961439937,713.0923724060412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59446,2022-11-16_14h33.19.232,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94312095600669,
0,0,1,0,1,0,0,0,hexagon,triangle,2,0,2,0,2,7,31,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,713.0923724060412,713.0923724060412,713.0923724060412,713.0923724060412,713.0923724060412,713.0923724060412,713.0923724060412,713.0923724060412,713.0923724060412,713.0923724060412,l,0.42095820303075016,1,758,2,713.5448628850281,715.0449010769371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59446,2022-11-16_14h33.19.232,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94312095600669,
1,0,0,0,0,0,1,0,triangle,hexagon,2,0,2,0,2,8,32,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,715.5452114390209,715.5452114390209,715.5452114390209,715.5452114390209,715.5452114390209,715.5452114390209,715.5452114390209,715.5452114390209,715.5452114390209,715.5452114390209,a,0.3761562549043447,10,768,2,715.9479075670242,717.462490570033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59446,2022-11-16_14h33.19.232,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94312095600669,
0,0,0,1,1,0,0,0,star,triangle,2,0,2,0,2,9,33,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,717.9627326519694,717.9627326519694,717.9627326519694,717.9627326519694,717.9627326519694,717.9627326519694,717.9627326519694,717.9627326519694,717.9627326519694,717.9627326519694,l,1.2112585080321878,10,778,2,719.1987138479017,720.6988303018734,720.6988303018734,721.1988575239666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59446,2022-11-16_14h33.19.232,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94312095600669,
0,0,0,1,0,1,0,0,star ,circle,2,0,2,0,2,10,34,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,721.1988575239666,721.1988575239666,721.1988575239666,721.1988575239666,721.1988575239666,721.1988575239666,721.1988575239666,721.1988575239666,721.1988575239666,721.1988575239666,l,0.48255834588781,1,779,2,721.7017177829985,723.216463259887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59446,2022-11-16_14h33.19.232,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94312095600669,
0,1,0,0,1,0,0,0,circle,triangle,2,0,2,0,2,11,35,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,723.7031768199522,723.7031768199522,723.7031768199522,723.7031768199522,723.7031768199522,723.7031768199522,723.7031768199522,723.7031768199522,723.7031768199522,723.7031768199522,l,0.43113665492273867,10,789,2,724.1546232569963,725.668935440015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59446,2022-11-16_14h33.19.232,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94312095600669,
0,0,1,0,0,0,0,1,hexagon,star,2,0,2,0,3,0,36,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,726.1692006860394,726.1692006860394,726.1692006860394,726.1692006860394,726.1692006860394,726.1692006860394,726.1692006860394,726.1692006860394,726.1692006860394,726.1692006860394,a,0.4396919358987361,10,799,2,726.6368774638977,728.136696371017,728.136696371017,728.6370071580168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59446,2022-11-16_14h33.19.232,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94312095600669,
0,0,0,1,0,0,1,0,star,hexagon,2,0,2,0,3,1,37,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,728.6370071580168,728.6370071580168,728.6370071580168,728.6370071580168,728.6370071580168,728.6370071580168,728.6370071580168,728.6370071580168,728.6370071580168,728.6370071580168,l,0.9420391800813377,10,809,2,729.6062321490608,731.1064368099906,731.1064368099906,731.6063357358798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59446,2022-11-16_14h33.19.232,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94312095600669,
0,0,0,1,1,0,0,0,star,triangle,2,0,2,0,3,2,38,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,731.6063357358798,731.6063357358798,731.6063357358798,731.6063357358798,731.6063357358798,731.6063357358798,731.6063357358798,731.6063357358798,731.6063357358798,731.6063357358798,l,0.5612540959846228,1,810,2,732.1924586868845,733.6953270719387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59446,2022-11-16_14h33.19.232,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94312095600669,
0,0,1,0,1,0,0,0,hexagon,triangle,2,0,2,0,3,3,39,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,734.1925887649413,734.1925887649413,734.1925887649413,734.1925887649413,734.1925887649413,734.1925887649413,734.1925887649413,734.1925887649413,734.1925887649413,734.1925887649413,l,0.4268880421295762,1,811,2,734.643383941846,736.1428426420316,736.1428426420316,736.6433932029177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59446,2022-11-16_14h33.19.232,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94312095600669,
0,1,0,0,1,0,0,0,circle,triangle,2,0,2,0,3,4,40,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,736.6433932029177,736.6433932029177,736.6433932029177,736.6433932029177,736.6433932029177,736.6433932029177,736.6433932029177,736.6433932029177,736.6433932029177,736.6433932029177,l,0.39597226376645267,10,821,2,737.0626608729362,738.577370201936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59446,2022-11-16_14h33.19.232,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94312095600669,
0,1,0,0,0,0,1,0,circle,hexagon,2,0,2,0,3,5,41,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,739.0626504130196,739.0626504130196,739.0626504130196,739.0626504130196,739.0626504130196,739.0626504130196,739.0626504130196,739.0626504130196,739.0626504130196,739.0626504130196,l,0.7891043110284954,10,831,2,739.8802160818595,741.3801340230275,741.3801340230275,741.8803700129502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59446,2022-11-16_14h33.19.232,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94312095600669,
1,0,0,0,0,1,0,0,triangle,circle,2,0,2,0,3,6,42,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,741.8803700129502,741.8803700129502,741.8803700129502,741.8803700129502,741.8803700129502,741.8803700129502,741.8803700129502,741.8803700129502,741.8803700129502,741.8803700129502,a,0.5356457477901131,1,832,2,742.4481415918563,743.9496760868933,743.9496760868933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59446,2022-11-16_14h33.19.232,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94312095600669,
0,1,0,0,0,0,0,1,circle,star,2,0,2,0,3,7,43,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,744.4495705349836,744.4495705349836,744.4495705349836,744.4495705349836,744.4495705349836,744.4495705349836,744.4495705349836,744.4495705349836,744.4495705349836,744.4495705349836,a,0.5664105268660933,1,833,2,745.0338641409762,746.5340518259909,746.5340518259909,747.033965802053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59446,2022-11-16_14h33.19.232,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94312095600669,
0,0,1,0,0,1,0,0,hexagon,circle,2,0,2,0,3,8,44,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,747.033965802053,747.033965802053,747.033965802053,747.033965802053,747.033965802053,747.033965802053,747.033965802053,747.033965802053,747.033965802053,747.033965802053,a,0.38859507301822305,1,834,2,747.4517003369983,748.9533761600032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59446,2022-11-16_14h33.19.232,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94312095600669,
1,0,0,0,0,0,1,0,triangle,hexagon,2,0,2,0,3,9,45,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,749.4537381180562,749.4537381180562,749.4537381180562,749.4537381180562,749.4537381180562,749.4537381180562,749.4537381180562,749.4537381180562,749.4537381180562,749.4537381180562,a,0.4550791571382433,1,835,2,749.9377661459148,751.4374597370625,751.4374597370625,751.9377603940666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59446,2022-11-16_14h33.19.232,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94312095600669,
1,0,0,0,0,0,0,1,triangle,star,2,0,2,0,3,10,46,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,751.9377603940666,751.9377603940666,751.9377603940666,751.9377603940666,751.9377603940666,751.9377603940666,751.9377603940666,751.9377603940666,751.9377603940666,751.9377603940666,a,0.37861428083851933,10,845,2,752.3405005668756,753.8401627398562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59446,2022-11-16_14h33.19.232,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94312095600669,
0,0,0,1,0,1,0,0,star ,circle,2,0,2,0,3,11,47,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,754.3404104639776,754.3404104639776,754.3404104639776,754.3404104639776,754.3404104639776,754.3404104639776,754.3404104639776,754.3404104639776,754.3404104639776,754.3404104639776,l,0.3845657450146973,10,855,2,754.7572695789859,756.2578753288835,756.2578753288835,756.7623774928506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59446,2022-11-16_14h33.19.232,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94312095600669,
,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,787.9134905808605,,,B,132,star,0.0007508138660341501,784.1241317118984,785.612599811051,785.612599811051,785.612599811051,1,0,d,0.7593718529678881,0,786.3993771730457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59446,2022-11-16_14h33.19.232,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94312095600669,
,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,792.6503698329907,,793.1504389650654,D,167,triangle,0.016614157939329743,788.9109419349115,790.3829092909582,790.3829092909582,790.3829092909582,1,0,d,0.7491041971370578,0,791.1508071380667,792.6503698329907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59446,2022-11-16_14h33.19.232,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94312095600669,
,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,797.1038955629338,,797.6040406739339,Y,139,circle,0.0004082741215825081,793.6471254520584,795.1365203089081,795.1365203089081,795.1365203089081,1,0,f,0.4385577067732811,0,795.6041778170038,797.1038955629338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59446,2022-11-16_14h33.19.232,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94312095600669,
,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,801.7074321389664,,802.2073215378914,W,181,hexagon,0.0003635268658399582,798.1002465840429,799.5898933589924,799.5898933589924,799.5898933589924,1,0,f,0.5871089529246092,0,800.2078976649791,801.7074321389664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59446,2022-11-16_14h33.19.232,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94312095600669,
,,,,,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,806.3942503039725,,806.8942560839932,H,174,hexagon,0.0006417920812964439,802.7043211138807,804.1932026720606,804.1932026720606,804.1932026720606,1,0,d,0.6762605679687113,0,804.8945919368416,806.3942503039725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59446,2022-11-16_14h33.19.232,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94312095600669,
,,,,,,,,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,811.0645562729333,,,S,146,circle,0.00029565603472292423,807.3905296579469,808.8803843718488,808.8803843718488,808.8803843718488,1,0,f,0.6566674681380391,0,809.5643306369893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59446,2022-11-16_14h33.19.232,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94312095600669,
,,,,,,,,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,815.7512465340551,,,F,125,triangle,0.0004121609963476658,812.0607079388574,813.5485953169409,813.5485953169409,813.5485953169409,1,0,d,0.6807320769876242,0,814.2512501359452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59446,2022-11-16_14h33.19.232,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94312095600669,
,,,,,,,,,,,,,,,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,820.3213830168825,,820.8214785270393,U,160,star,0.00043032877147197723,816.7474559179973,818.2355585210025,818.2355585210025,818.2355585210025,1,0,f,0.5615157848224044,0,818.8218391828705,820.3213830168825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59446,2022-11-16_14h33.19.232,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94312095600669,
,,,,,,,,,,,,,,,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,824.874801246915,,,B,132,triangle,0.00013276911340653896,821.3169253929518,822.8057723739184,822.8057723739184,822.8057723739184,1,0,d,0.5470705481711775,0,823.373119748896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59446,2022-11-16_14h33.19.232,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94312095600669,
,,,,,,,,,,,,,,,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,829.4283559960313,,,D,167,circle,0.0019214949570596218,825.8705260129645,827.3589625589084,827.3589625589084,827.3589625589084,1,0,d,0.5503878938034177,0,827.9272674198728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59446,2022-11-16_14h33.19.232,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94312095600669,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,857.4309480190277,,,Y,174,circle,0.017270611133426428,,,,,0,0,,,1,855.9170968600083,,853.507676017005,854.9797484320588,854.9797484320588,854.9797484320588,j,0.9094833070412278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59446,2022-11-16_14h33.19.232,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94312095600669,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,862.4345183370169,,,W,181,triangle,0.016569099854677916,,,,,2,1,,,1,860.9376729629003,,858.4273147659842,859.9001716969069,859.9001716969069,859.9001716969069,f,1.00791727588512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59446,2022-11-16_14h33.19.232,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94312095600669,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,868.2716856710613,,,S,139,star,0.00041441991925239563,,,,,0,0,,,1,866.7572843050584,,863.4308877179865,864.9204941999633,864.9204941999633,864.9204941999633,k,1.815242304932326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59446,2022-11-16_14h33.19.232,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94312095600669,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,875.2613718600478,,,F,167,hexagon,0.01701921597123146,,,,,0,1,,,1,873.7588675708976,,869.2682269029319,870.7411735670175,870.7411735670175,870.7411735670175,None,,873.7420284519903,873.7420284519903,873.7420284519903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59446,2022-11-16_14h33.19.232,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94312095600669,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,882.2656379318796,,,U,146,star,0.006752055138349533,,,,,0,1,,,1,880.7653086548671,,876.2573701168876,877.7455606248695,877.7455606248695,877.7455606248695,None,,880.7487496999092,880.7487496999092,880.7487496999092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59446,2022-11-16_14h33.19.232,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94312095600669,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,888.1031210508663,,888.6028513470665,D,132,circle,0.010860403068363667,,,,,1,1,,,1,886.6024100719951,888.1031210508663,883.2622278090566,884.7517468919978,884.7517468919978,884.7517468919978,j,1.8184141728561372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59446,2022-11-16_14h33.19.232,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94312095600669,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,892.6898127950262,,893.1899150758982,B,160,hexagon,-0.0001955518964678049,,,,,1,0,,,1,891.1901957339142,892.6898127950262,889.0995334729087,890.5888956929557,890.5888956929557,890.5888956929557,k,0.582302528899163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59446,2022-11-16_14h33.19.232,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94312095600669,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897.5434571099468,,898.0434886808507,H,125,triangle,0.0006351680494844913,,,,,1,0,,,1,896.0437528719194,897.5434571099468,893.6858852959704,895.1759048348758,895.1759048348758,895.1759048348758,j,0.8451892838347703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59446,2022-11-16_14h33.19.232,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94312095600669,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,902.0467275739647,,902.5470753980335,Y,174,circle,0.0006652949377894402,,,,,1,0,,,1,900.5468134069815,902.0467275739647,898.5397169028874,900.0295038518962,900.0295038518962,900.0295038518962,k,0.49181651696562767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59446,2022-11-16_14h33.19.232,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94312095600669,
